Entity,Code,Year,Reported cholera cases
Afghanistan,AFG,1960,887
Afghanistan,AFG,1965,218
Afghanistan,AFG,1993,37046
Afghanistan,AFG,1994,38735
Afghanistan,AFG,1995,19903
Afghanistan,AFG,1997,4170
Afghanistan,AFG,1998,10000
Afghanistan,AFG,1999,24639
Afghanistan,AFG,2000,4330
Afghanistan,AFG,2001,4499
Afghanistan,AFG,2002,3
Afghanistan,AFG,2003,41
Afghanistan,AFG,2005,33
Afghanistan,AFG,2008,4384
Afghanistan,AFG,2009,662
Afghanistan,AFG,2010,2369
Afghanistan,AFG,2011,3733
Afghanistan,AFG,2012,12
Afghanistan,AFG,2013,3957
Afghanistan,AFG,2014,45481
Afghanistan,AFG,2015,58064
Afghanistan,AFG,2016,677
Afghanistan,AFG,2017,33
Afghanistan,AFG,2019,2
Afghanistan,AFG,2021,4755
Africa,,1970,11086
Africa,,1971,72654
Africa,,1972,5137
Africa,,1973,6337
Africa,,1974,6074
Africa,,1975,6650
Africa,,1976,3180
Africa,,1977,9502
Africa,,1978,24643
Africa,,1979,21586
Africa,,1980,18742
Africa,,1981,19415
Africa,,1982,46924
Africa,,1983,37383
Africa,,1984,17504
Africa,,1985,31884
Africa,,1986,35585
Africa,,1987,34358
Africa,,1988,23012
Africa,,1989,35857
Africa,,1990,43262
Africa,,1991,153367
Africa,,1992,92079
Africa,,1993,76713
Africa,,1994,162413
Africa,,1995,72597
Africa,,1996,108535
Africa,,1997,118367
Africa,,1998,211761
Africa,,1999,210820
Africa,,2000,124484
Africa,,2001,173954
Africa,,2002,137866
Africa,,2003,108067
Africa,,2004,95560
Africa,,2005,125018
Africa,,2006,234226
Africa,,2007,167298
Africa,,2008,179323
Africa,,2009,217333
Africa,,2010,115106
Africa,,2011,188678
Africa,,2012,117570
Africa,,2013,56329
Africa,,2014,105287
Africa,,2015,71176
Africa,,2016,71058
Africa,,2017,179835
Africa,,2018,120650
Africa,,2019,55087
Africa,,2020,47256
Africa,,2021,141467
Albania,ALB,1994,626
Algeria,DZA,1971,1332
Algeria,DZA,1972,646
Algeria,DZA,1973,605
Algeria,DZA,1974,738
Algeria,DZA,1975,1165
Algeria,DZA,1976,286
Algeria,DZA,1977,262
Algeria,DZA,1978,220
Algeria,DZA,1979,2513
Algeria,DZA,1980,614
Algeria,DZA,1983,218
Algeria,DZA,1984,45
Algeria,DZA,1987,1507
Algeria,DZA,1988,699
Algeria,DZA,1989,393
Algeria,DZA,1990,1299
Algeria,DZA,1992,69
Algeria,DZA,1994,118
Algeria,DZA,2005,0
Algeria,DZA,2006,0
Angola,AGO,1971,1
Angola,AGO,1972,268
Angola,AGO,1973,263
Angola,AGO,1974,934
Angola,AGO,1975,88
Angola,AGO,1977,726
Angola,AGO,1987,16222
Angola,AGO,1988,15500
Angola,AGO,1989,17601
Angola,AGO,1990,9527
Angola,AGO,1991,8590
Angola,AGO,1992,3608
Angola,AGO,1994,3443
Angola,AGO,1995,3295
Angola,AGO,1996,1306
Angola,AGO,2005,0
Angola,AGO,2006,67257
Angola,AGO,2007,18422
Angola,AGO,2008,10511
Angola,AGO,2009,2019
Angola,AGO,2010,1484
Angola,AGO,2011,1810
Angola,AGO,2012,1215
Angola,AGO,2013,6655
Angola,AGO,2014,213
Angola,AGO,2016,78
Angola,AGO,2017,828
Angola,AGO,2018,1546
Argentina,ARG,1993,2350
Argentina,ARG,1994,889
Argentina,ARG,1995,188
Argentina,ARG,1996,474
Argentina,ARG,1997,637
Argentina,ARG,1998,12
Armenia,ARM,1998,25
Asia,,1949,17
Asia,,1950,34665
Asia,,1951,114518
Asia,,1952,123025
Asia,,1953,240927
Asia,,1954,37804
Asia,,1955,40218
Asia,,1956,63542
Asia,,1957,63031
Asia,,1958,95763
Asia,,1959,36138
Asia,,1960,38130
Asia,,1961,61966
Asia,,1962,67434
Asia,,1963,59437
Asia,,1964,95938
Asia,,1965,56609
Asia,,1966,31146
Asia,,1967,24748
Asia,,1968,34164
Asia,,1969,36173
Asia,,1970,52182
Asia,,1971,103307
Asia,,1972,75064
Asia,,1973,102148
Asia,,1974,89077
Asia,,1975,85316
Asia,,1976,65426
Asia,,1977,52457
Asia,,1978,52497
Asia,,1979,35719
Asia,,1980,24015
Asia,,1981,32172
Asia,,1982,17978
Asia,,1983,27852
Asia,,1984,11808
Asia,,1985,13387
Asia,,1986,17101
Asia,,1987,21725
Asia,,1988,30884
Asia,,1989,18239
Asia,,1990,31065
Asia,,1991,49811
Asia,,1992,16812
Asia,,1993,93501
Asia,,1994,106588
Asia,,1995,55451
Asia,,1996,10627
Asia,,1997,13252
Asia,,1998,29842
Asia,,1999,42858
Asia,,2000,12572
Asia,,2001,11403
Asia,,2002,4405
Asia,,2003,3457
Asia,,2004,5762
Asia,,2005,6824
Asia,,2006,2472
Asia,,2007,11326
Asia,,2008,10778
Asia,,2009,1902
Asia,,2010,13819
Asia,,2011,38298
Asia,,2012,7367
Asia,,2013,11576
Asia,,2014,56787
Asia,,2015,64590
Asia,,2016,18442
Asia,,2017,1033101
Asia,,2018,374888
Asia,,2019,867215
Asia,,2020,276109
Asia,,2021,81902
Australia,AUS,1972,40
Australia,AUS,1977,2
Australia,AUS,1978,1
Australia,AUS,1979,1
Australia,AUS,1980,2
Australia,AUS,1981,2
Australia,AUS,1982,1
Australia,AUS,1983,4
Australia,AUS,1984,1
Australia,AUS,1985,2
Australia,AUS,1987,1
Australia,AUS,1988,1
Australia,AUS,1992,3
Australia,AUS,1993,5
Australia,AUS,1994,3
Australia,AUS,1995,5
Australia,AUS,1996,2
Australia,AUS,1997,2
Australia,AUS,1998,5
Australia,AUS,1999,4
Australia,AUS,2000,1
Australia,AUS,2001,2
Australia,AUS,2002,5
Australia,AUS,2004,2
Australia,AUS,2005,2
Australia,AUS,2006,3
Australia,AUS,2007,3
Australia,AUS,2010,3
Australia,AUS,2011,6
Australia,AUS,2012,5
Australia,AUS,2013,3
Australia,AUS,2014,2
Australia,AUS,2015,2
Australia,AUS,2016,1
Australia,AUS,2017,3
Australia,AUS,2019,2
Austria,AUT,1990,2
Austria,AUT,1993,1
Austria,AUT,1994,1
Austria,AUT,1996,1
Austria,AUT,1998,1
Austria,AUT,1999,1
Austria,AUT,2001,0
Austria,AUT,2002,1
Austria,AUT,2005,1
Azerbaijan,AZE,1994,18
Bahamas,BHS,2011,1
Bahamas,BHS,2012,1
Bahrain,BHR,1965,1
Bahrain,BHR,1972,74
Bahrain,BHR,1973,37
Bahrain,BHR,1978,906
Bahrain,BHR,1979,39
Bahrain,BHR,2015,8
Bahrain,BHR,2021,2
Bangladesh,BGD,1950,29809
Bangladesh,BGD,1951,20894
Bangladesh,BGD,1952,21154
Bangladesh,BGD,1953,27631
Bangladesh,BGD,1954,15617
Bangladesh,BGD,1955,16642
Bangladesh,BGD,1956,23699
Bangladesh,BGD,1957,8054
Bangladesh,BGD,1958,15631
Bangladesh,BGD,1959,16915
Bangladesh,BGD,1960,15618
Bangladesh,BGD,1961,2663
Bangladesh,BGD,1962,2524
Bangladesh,BGD,1963,3975
Bangladesh,BGD,1964,3333
Bangladesh,BGD,1965,1123
Bangladesh,BGD,1966,3154
Bangladesh,BGD,1967,664
Bangladesh,BGD,1968,3156
Bangladesh,BGD,1969,7411
Bangladesh,BGD,1970,7419
Bangladesh,BGD,1971,2342
Bangladesh,BGD,1972,1059
Bangladesh,BGD,1973,1969
Bangladesh,BGD,1974,5614
Bangladesh,BGD,1975,4888
Bangladesh,BGD,1976,957
Bangladesh,BGD,1977,10403
Bangladesh,BGD,1978,5576
Bangladesh,BGD,1979,2154
Bangladesh,BGD,1987,523
Bangladesh,BGD,1988,571
Bangladesh,BGD,1989,94
Bangladesh,BGD,1990,82
Bangladesh,BGD,1991,8
Bangladesh,BGD,1992,479
Bangladesh,BGD,1993,78
Bangladesh,BGD,1994,562
Bangladesh,BGD,1995,2297
Bangladesh,BGD,1996,418
Bangladesh,BGD,1997,1959
Bangladesh,BGD,1998,1067
Bangladesh,BGD,1999,3440
Bangladesh,BGD,2000,1021
Bangladesh,BGD,2018,566
Bangladesh,BGD,2019,503
Bangladesh,BGD,2020,212
Bangladesh,BGD,2021,477
Belarus,BLR,1994,3
Belarus,BLR,1995,3
Belgium,BEL,1980,1
Belgium,BEL,1983,1
Belgium,BEL,1984,1
Belgium,BEL,1985,1
Belgium,BEL,1992,1
Belgium,BEL,1993,1
Belgium,BEL,1994,1
Belgium,BEL,2004,1
Belgium,BEL,2005,2
Belize,BLZ,1992,159
Belize,BLZ,1993,135
Belize,BLZ,1994,6
Belize,BLZ,1995,19
Belize,BLZ,1996,26
Belize,BLZ,1997,2
Belize,BLZ,1998,28
Belize,BLZ,1999,12
Benin,BEN,1970,175
Benin,BEN,1971,2133
Benin,BEN,1972,250
Benin,BEN,1973,3
Benin,BEN,1974,73
Benin,BEN,1975,45
Benin,BEN,1976,146
Benin,BEN,1977,2
Benin,BEN,1978,27
Benin,BEN,1980,3
Benin,BEN,1981,2
Benin,BEN,1982,3
Benin,BEN,1983,1
Benin,BEN,1984,1
Benin,BEN,1986,243
Benin,BEN,1991,7474
Benin,BEN,1992,413
Benin,BEN,1993,10
Benin,BEN,1994,187
Benin,BEN,1995,203
Benin,BEN,1996,6190
Benin,BEN,1997,796
Benin,BEN,1998,206
Benin,BEN,1999,855
Benin,BEN,2000,468
Benin,BEN,2001,3943
Benin,BEN,2002,270
Benin,BEN,2003,434
Benin,BEN,2004,642
Benin,BEN,2005,749
Benin,BEN,2006,91
Benin,BEN,2008,985
Benin,BEN,2009,74
Benin,BEN,2010,983
Benin,BEN,2011,755
Benin,BEN,2012,625
Benin,BEN,2013,528
Benin,BEN,2014,832
Benin,BEN,2016,761
Benin,BEN,2017,11
Benin,BEN,2019,50
Benin,BEN,2020,232
Benin,BEN,2021,1298
Bhutan,BTN,1991,422
Bhutan,BTN,1992,494
Bhutan,BTN,1995,25
Bhutan,BTN,1998,19
Bolivia,BOL,1991,206
Bolivia,BOL,1992,22260
Bolivia,BOL,1993,10134
Bolivia,BOL,1994,2710
Bolivia,BOL,1995,2293
Bolivia,BOL,1996,2847
Bolivia,BOL,1997,1632
Bolivia,BOL,1998,466
Botswana,BWA,2005,0
Botswana,BWA,2006,0
Botswana,BWA,2008,8
Botswana,BWA,2009,15
Brazil,BRA,1991,2103
Brazil,BRA,1992,30317
Brazil,BRA,1993,59212
Brazil,BRA,1994,49455
Brazil,BRA,1995,15915
Brazil,BRA,1996,5522
Brazil,BRA,1997,2881
Brazil,BRA,1998,2571
Brazil,BRA,1999,4495
Brazil,BRA,2000,715
Brazil,BRA,2001,7
Brazil,BRA,2004,21
Brazil,BRA,2005,5
Brazil,BRA,2011,1
Brunei,BRN,1955,1
Brunei,BRN,1965,198
Brunei,BRN,1970,24
Brunei,BRN,1982,6
Brunei,BRN,1999,93
Brunei,BRN,2011,3
Burkina Faso,BFA,1970,1
Burkina Faso,BFA,1971,1761
Burkina Faso,BFA,1972,1
Burkina Faso,BFA,1973,1118
Burkina Faso,BFA,1974,632
Burkina Faso,BFA,1975,3
Burkina Faso,BFA,1978,1
Burkina Faso,BFA,1984,2191
Burkina Faso,BFA,1985,1149
Burkina Faso,BFA,1991,537
Burkina Faso,BFA,1995,1451
Burkina Faso,BFA,1996,425
Burkina Faso,BFA,1998,1036
Burkina Faso,BFA,1999,93
Burkina Faso,BFA,2000,617
Burkina Faso,BFA,2001,477
Burkina Faso,BFA,2003,1
Burkina Faso,BFA,2005,1050
Burkina Faso,BFA,2006,0
Burkina Faso,BFA,2008,0
Burkina Faso,BFA,2011,20
Burkina Faso,BFA,2012,143
Burkina Faso,BFA,2021,3
Burundi,BDI,1978,8297
Burundi,BDI,1979,915
Burundi,BDI,1980,2039
Burundi,BDI,1981,582
Burundi,BDI,1982,415
Burundi,BDI,1983,512
Burundi,BDI,1984,180
Burundi,BDI,1985,259
Burundi,BDI,1990,82
Burundi,BDI,1991,3
Burundi,BDI,1992,479
Burundi,BDI,1993,78
Burundi,BDI,1994,562
Burundi,BDI,1995,2297
Burundi,BDI,1996,418
Burundi,BDI,1997,1959
Burundi,BDI,1998,1067
Burundi,BDI,1999,3440
Burundi,BDI,2000,1021
Burundi,BDI,2001,1003
Burundi,BDI,2002,577
Burundi,BDI,2003,432
Burundi,BDI,2004,819
Burundi,BDI,2005,1309
Burundi,BDI,2006,886
Burundi,BDI,2007,365
Burundi,BDI,2008,234
Burundi,BDI,2009,355
Burundi,BDI,2010,333
Burundi,BDI,2011,1072
Burundi,BDI,2012,214
Burundi,BDI,2013,1557
Burundi,BDI,2014,582
Burundi,BDI,2015,442
Burundi,BDI,2016,434
Burundi,BDI,2017,399
Burundi,BDI,2018,92
Burundi,BDI,2019,1145
Burundi,BDI,2020,277
Burundi,BDI,2021,11
Cambodia,KHM,1950,10
Cambodia,KHM,1951,57
Cambodia,KHM,1952,24
Cambodia,KHM,1953,11
Cambodia,KHM,1954,2
Cambodia,KHM,1956,1
Cambodia,KHM,1957,6
Cambodia,KHM,1958,3
Cambodia,KHM,1963,52
Cambodia,KHM,1964,187
Cambodia,KHM,1966,62
Cambodia,KHM,1967,4
Cambodia,KHM,1968,8
Cambodia,KHM,1973,159
Cambodia,KHM,1974,145
Cambodia,KHM,1975,66
Cambodia,KHM,1987,474
Cambodia,KHM,1988,56
Cambodia,KHM,1989,47
Cambodia,KHM,1990,5
Cambodia,KHM,1991,770
Cambodia,KHM,1992,1229
Cambodia,KHM,1993,2252
Cambodia,KHM,1994,3085
Cambodia,KHM,1995,4190
Cambodia,KHM,1996,740
Cambodia,KHM,1997,155
Cambodia,KHM,1998,1197
Cambodia,KHM,1999,1711
Cambodia,KHM,2004,57
Cambodia,KHM,2009,39
Cambodia,KHM,2010,588
Cambodia,KHM,2020,48
Cambodia,KHM,2021,26
Cameroon,CMR,1971,2167
Cameroon,CMR,1972,362
Cameroon,CMR,1973,206
Cameroon,CMR,1974,83
Cameroon,CMR,1975,3
Cameroon,CMR,1976,135
Cameroon,CMR,1978,3
Cameroon,CMR,1979,16
Cameroon,CMR,1980,229
Cameroon,CMR,1981,243
Cameroon,CMR,1982,5
Cameroon,CMR,1983,55
Cameroon,CMR,1984,392
Cameroon,CMR,1985,1158
Cameroon,CMR,1986,165
Cameroon,CMR,1987,94
Cameroon,CMR,1988,4
Cameroon,CMR,1989,4
Cameroon,CMR,1990,16
Cameroon,CMR,1991,4026
Cameroon,CMR,1992,1268
Cameroon,CMR,1993,648
Cameroon,CMR,1994,527
Cameroon,CMR,1995,615
Cameroon,CMR,1996,5796
Cameroon,CMR,1997,1709
Cameroon,CMR,1998,4603
Cameroon,CMR,1999,1584
Cameroon,CMR,2000,123
Cameroon,CMR,2001,259
Cameroon,CMR,2002,66
Cameroon,CMR,2003,207
Cameroon,CMR,2004,8005
Cameroon,CMR,2005,2847
Cameroon,CMR,2006,922
Cameroon,CMR,2007,10
Cameroon,CMR,2008,0
Cameroon,CMR,2009,804
Cameroon,CMR,2010,10759
Cameroon,CMR,2011,22433
Cameroon,CMR,2012,363
Cameroon,CMR,2013,29
Cameroon,CMR,2014,3355
Cameroon,CMR,2015,124
Cameroon,CMR,2018,1052
Cameroon,CMR,2019,1840
Cameroon,CMR,2020,1890
Cameroon,CMR,2021,728
Canada,CAN,1989,1
Canada,CAN,1991,2
Canada,CAN,1992,5
Canada,CAN,1993,6
Canada,CAN,1994,2
Canada,CAN,1995,7
Canada,CAN,1996,2
Canada,CAN,1998,2
Canada,CAN,2000,5
Canada,CAN,2001,6
Canada,CAN,2002,4
Canada,CAN,2003,5
Canada,CAN,2004,3
Canada,CAN,2005,7
Canada,CAN,2006,2
Canada,CAN,2007,1
Canada,CAN,2008,1
Canada,CAN,2009,2
Canada,CAN,2010,2
Canada,CAN,2011,9
Canada,CAN,2013,1
Canada,CAN,2014,2
Canada,CAN,2015,3
Canada,CAN,2016,1
Canada,CAN,2017,4
Canada,CAN,2020,2
Cape Verde,CPV,1974,303
Cape Verde,CPV,1975,20
Cape Verde,CPV,1976,219
Cape Verde,CPV,1994,128
Cape Verde,CPV,1995,12913
Cape Verde,CPV,1996,428
Cape Verde,CPV,1998,133
Cape Verde,CPV,2005,0
Cape Verde,CPV,2006,0
Central African Republic,CAF,1997,443
Central African Republic,CAF,1998,22
Central African Republic,CAF,2004,320
Central African Republic,CAF,2005,0
Central African Republic,CAF,2006,0
Central African Republic,CAF,2011,117
Central African Republic,CAF,2012,21
Chad,TCD,1971,8230
Chad,TCD,1972,9
Chad,TCD,1974,338
Chad,TCD,1991,13915
Chad,TCD,1994,1094
Chad,TCD,1996,7830
Chad,TCD,1997,8801
Chad,TCD,1998,4095
Chad,TCD,1999,217
Chad,TCD,2001,5244
Chad,TCD,2003,55
Chad,TCD,2004,5531
Chad,TCD,2005,90
Chad,TCD,2006,1668
Chad,TCD,2007,0
Chad,TCD,2009,67
Chad,TCD,2010,6395
Chad,TCD,2011,17267
Chad,TCD,2017,1266
Chad,TCD,2019,93
Chile,CHL,1991,41
Chile,CHL,1992,73
Chile,CHL,1993,32
Chile,CHL,1994,1
Chile,CHL,1996,1
Chile,CHL,1997,4
Chile,CHL,1998,24
Chile,CHL,2011,1
Chile,CHL,2013,2
Chile,CHL,2014,1
China,CHN,1949,1
China,CHN,1962,384
China,CHN,1963,1
China,CHN,1967,1
China,CHN,1979,85
China,CHN,1980,88
China,CHN,1987,4
China,CHN,1988,7267
China,CHN,1989,5628
China,CHN,1990,644
China,CHN,1991,210
China,CHN,1992,583
China,CHN,1993,11673
China,CHN,1994,34877
China,CHN,1995,10337
China,CHN,1996,316
China,CHN,1997,1177
China,CHN,1998,4642
China,CHN,1999,4589
China,CHN,2000,1846
China,CHN,2001,140
China,CHN,2003,223
China,CHN,2004,244
China,CHN,2005,980
China,CHN,2006,161
China,CHN,2007,168
China,CHN,2008,174
China,CHN,2009,85
China,CHN,2010,157
China,CHN,2011,26
China,CHN,2012,77
China,CHN,2013,53
China,CHN,2014,24
China,CHN,2015,13
China,CHN,2016,27
China,CHN,2017,14
China,CHN,2019,16
China,CHN,2020,11
China,CHN,2021,5
Colombia,COL,1991,11979
Colombia,COL,1992,15129
Colombia,COL,1993,230
Colombia,COL,1994,996
Colombia,COL,1995,1922
Colombia,COL,1996,4428
Colombia,COL,1997,1508
Colombia,COL,1998,442
Colombia,COL,1999,42
Colombia,COL,2004,2
Comoros,COM,1975,2675
Comoros,COM,1976,5
Comoros,COM,1998,7300
Comoros,COM,1999,1180
Comoros,COM,2000,3297
Comoros,COM,2001,226
Comoros,COM,2002,1567
Comoros,COM,2003,56
Comoros,COM,2004,1
Comoros,COM,2005,0
Comoros,COM,2006,0
Comoros,COM,2007,1555
Comoros,COM,2008,4
Congo,COG,1978,51
Congo,COG,1979,5
Congo,COG,1997,275
Congo,COG,1998,3222
Congo,COG,1999,4813
Congo,COG,2000,9
Congo,COG,2005,0
Congo,COG,2006,175
Congo,COG,2007,7785
Congo,COG,2008,156
Congo,COG,2009,93
Congo,COG,2011,762
Congo,COG,2012,1181
Congo,COG,2013,1624
Congo,COG,2016,15
Congo,COG,2018,60
Costa Rica,CRI,1992,12
Costa Rica,CRI,1993,14
Costa Rica,CRI,1994,38
Costa Rica,CRI,1995,24
Costa Rica,CRI,1996,19
Costa Rica,CRI,1997,1
Cote d'Ivoire,CIV,1970,868
Cote d'Ivoire,CIV,1971,668
Cote d'Ivoire,CIV,1979,3
Cote d'Ivoire,CIV,1982,34
Cote d'Ivoire,CIV,1991,604
Cote d'Ivoire,CIV,1992,37
Cote d'Ivoire,CIV,1993,724
Cote d'Ivoire,CIV,1994,1108
Cote d'Ivoire,CIV,1995,4993
Cote d'Ivoire,CIV,1996,1345
Cote d'Ivoire,CIV,2001,5912
Cote d'Ivoire,CIV,2002,4188
Cote d'Ivoire,CIV,2003,1034
Cote d'Ivoire,CIV,2004,105
Cote d'Ivoire,CIV,2005,39
Cote d'Ivoire,CIV,2006,414
Cote d'Ivoire,CIV,2007,8
Cote d'Ivoire,CIV,2008,7
Cote d'Ivoire,CIV,2009,5
Cote d'Ivoire,CIV,2010,32
Cote d'Ivoire,CIV,2011,1261
Cote d'Ivoire,CIV,2012,424
Cote d'Ivoire,CIV,2013,56
Cote d'Ivoire,CIV,2014,235
Cote d'Ivoire,CIV,2015,199
Cote d'Ivoire,CIV,2021,12
Cuba,CUB,2012,417
Cuba,CUB,2013,181
Cuba,CUB,2014,76
Cuba,CUB,2015,65
Czechia,CZE,1970,4
Czechia,CZE,2002,2
Democratic Republic of Congo,COD,1978,3481
Democratic Republic of Congo,COD,1979,5515
Democratic Republic of Congo,COD,1980,1051
Democratic Republic of Congo,COD,1981,2379
Democratic Republic of Congo,COD,1982,10328
Democratic Republic of Congo,COD,1983,2977
Democratic Republic of Congo,COD,1984,162
Democratic Republic of Congo,COD,1985,740
Democratic Republic of Congo,COD,1986,1059
Democratic Republic of Congo,COD,1987,1150
Democratic Republic of Congo,COD,1988,295
Democratic Republic of Congo,COD,1989,99
Democratic Republic of Congo,COD,1990,468
Democratic Republic of Congo,COD,1991,4066
Democratic Republic of Congo,COD,1992,1949
Democratic Republic of Congo,COD,1993,986
Democratic Republic of Congo,COD,1994,58057
Democratic Republic of Congo,COD,1995,553
Democratic Republic of Congo,COD,1996,7886
Democratic Republic of Congo,COD,1997,2421
Democratic Republic of Congo,COD,1998,34899
Democratic Republic of Congo,COD,1999,12711
Democratic Republic of Congo,COD,2000,14995
Democratic Republic of Congo,COD,2001,5728
Democratic Republic of Congo,COD,2002,31658
Democratic Republic of Congo,COD,2003,27272
Democratic Republic of Congo,COD,2004,7665
Democratic Republic of Congo,COD,2005,13430
Democratic Republic of Congo,COD,2006,20642
Democratic Republic of Congo,COD,2007,28269
Democratic Republic of Congo,COD,2008,30150
Democratic Republic of Congo,COD,2009,22899
Democratic Republic of Congo,COD,2010,13884
Democratic Republic of Congo,COD,2011,21700
Democratic Republic of Congo,COD,2012,33661
Democratic Republic of Congo,COD,2013,26944
Democratic Republic of Congo,COD,2014,22203
Democratic Republic of Congo,COD,2015,19182
Democratic Republic of Congo,COD,2016,28093
Democratic Republic of Congo,COD,2017,56190
Democratic Republic of Congo,COD,2018,30768
Democratic Republic of Congo,COD,2019,30304
Democratic Republic of Congo,COD,2020,19789
Democratic Republic of Congo,COD,2021,12103
Denmark,DNK,1990,1
Denmark,DNK,1993,2
Denmark,DNK,1994,2
Denmark,DNK,1995,3
Denmark,DNK,2004,1
Denmark,DNK,2008,1
Denmark,DNK,2016,1
Djibouti,DJI,1970,6
Djibouti,DJI,1971,440
Djibouti,DJI,1972,8
Djibouti,DJI,1976,2
Djibouti,DJI,1977,2
Djibouti,DJI,1978,3
Djibouti,DJI,1985,115
Djibouti,DJI,1993,10055
Djibouti,DJI,1994,1122
Djibouti,DJI,1997,2424
Djibouti,DJI,1998,164
Djibouti,DJI,2000,1828
Djibouti,DJI,2007,1087
Djibouti,DJI,2010,2047
Djibouti,DJI,2011,127
Dominican Republic,DOM,2010,191
Dominican Republic,DOM,2011,20851
Dominican Republic,DOM,2012,7919
Dominican Republic,DOM,2013,1954
Dominican Republic,DOM,2014,603
Dominican Republic,DOM,2015,546
Dominican Republic,DOM,2016,1159
Dominican Republic,DOM,2017,122
Dominican Republic,DOM,2018,118
Dominican Republic,DOM,2019,13
Ecuador,ECU,1991,46320
Ecuador,ECU,1992,31870
Ecuador,ECU,1993,6833
Ecuador,ECU,1994,1785
Ecuador,ECU,1995,2160
Ecuador,ECU,1996,1059
Ecuador,ECU,1997,65
Ecuador,ECU,1998,3724
Ecuador,ECU,1999,90
Ecuador,ECU,2000,27
Ecuador,ECU,2001,9
Ecuador,ECU,2003,25
Ecuador,ECU,2004,5
El Salvador,SLV,1991,947
El Salvador,SLV,1992,8717
El Salvador,SLV,1993,6573
El Salvador,SLV,1994,11745
El Salvador,SLV,1995,2923
El Salvador,SLV,1996,182
El Salvador,SLV,1998,8
El Salvador,SLV,1999,134
El Salvador,SLV,2000,631
Equatorial Guinea,GNQ,1984,404
Equatorial Guinea,GNQ,1985,108
Equatorial Guinea,GNQ,2004,59
Equatorial Guinea,GNQ,2005,6391
Equatorial Guinea,GNQ,2006,0
Eritrea,ERI,2005,0
Eritrea,ERI,2006,0
Eritrea,ERI,2007,119
Eritrea,ERI,2008,1
Estonia,EST,1993,2
Eswatini,SWZ,1978,2
Eswatini,SWZ,1981,238
Eswatini,SWZ,1982,538
Eswatini,SWZ,1992,2281
Eswatini,SWZ,1996,2
Eswatini,SWZ,1998,7
Eswatini,SWZ,1999,7
Eswatini,SWZ,2000,141
Eswatini,SWZ,2001,5612
Eswatini,SWZ,2002,134
Eswatini,SWZ,2003,32
Eswatini,SWZ,2004,1075
Eswatini,SWZ,2005,0
Eswatini,SWZ,2006,18
Eswatini,SWZ,2007,0
Eswatini,SWZ,2008,1
Eswatini,SWZ,2009,19
Ethiopia,ETH,1970,850
Ethiopia,ETH,1971,2187
Ethiopia,ETH,1982,0
Ethiopia,ETH,2004,16
Ethiopia,ETH,2005,0
Ethiopia,ETH,2006,54070
Ethiopia,ETH,2007,24121
Ethiopia,ETH,2008,3862
Ethiopia,ETH,2009,31509
Ethiopia,ETH,2010,1682
Ethiopia,ETH,2019,2615
Ethiopia,ETH,2020,12226
Ethiopia,ETH,2021,674
Europe,,1970,726
Europe,,1971,97
Europe,,1972,4
Europe,,1973,303
Europe,,1974,2484
Europe,,1975,1089
Europe,,1976,16
Europe,,1977,8
Europe,,1978,5
Europe,,1979,289
Europe,,1982,22
Europe,,1983,12
Europe,,1985,6
Europe,,1986,52
Europe,,1987,13
Europe,,1988,14
Europe,,1989,11
Europe,,1990,349
Europe,,1991,395
Europe,,1992,18
Europe,,1993,73
Europe,,1994,2630
Europe,,1995,938
Europe,,1996,31
Europe,,1997,25
Europe,,1998,47
Europe,,1999,16
Europe,,2000,41
Europe,,2001,58
Europe,,2002,7
Europe,,2003,12
Europe,,2004,21
Europe,,2005,10
Europe,,2006,62
Europe,,2007,43
Europe,,2008,22
Europe,,2009,17
Europe,,2010,15
Europe,,2011,71
Europe,,2012,18
Europe,,2013,7
Europe,,2014,17
Europe,,2015,22
Europe,,2016,22
Europe,,2020,2
Finland,FIN,1981,1
Finland,FIN,1994,2
Finland,FIN,1995,1
Finland,FIN,1998,1
Finland,FIN,2005,1
Finland,FIN,2008,1
France,FRA,1970,1
France,FRA,1971,3
France,FRA,1973,4
France,FRA,1974,5
France,FRA,1975,9
France,FRA,1976,5
France,FRA,1979,8
France,FRA,1980,1
France,FRA,1981,20
France,FRA,1982,18
France,FRA,1983,3
France,FRA,1984,1
France,FRA,1986,37
France,FRA,1987,7
France,FRA,1989,1
France,FRA,1990,6
France,FRA,1991,7
France,FRA,1993,5
France,FRA,1994,4
France,FRA,1995,6
France,FRA,1996,8
France,FRA,1997,3
France,FRA,1998,2
France,FRA,2000,5
France,FRA,2001,2
France,FRA,2002,1
France,FRA,2006,2
France,FRA,2007,4
France,FRA,2008,2
France,FRA,2009,1
France,FRA,2011,1
France,FRA,2014,1
France,FRA,2015,1
Gabon,GAB,1979,5
Gabon,GAB,1981,7
Gabon,GAB,2002,6
Gabon,GAB,2003,629
Gabon,GAB,2005,0
Gabon,GAB,2006,0
Gabon,GAB,2008,2
Gambia,GMB,1985,2
Gambia,GMB,1994,1
Gambia,GMB,1995,15
Gambia,GMB,1996,7
Gambia,GMB,2005,214
Gambia,GMB,2006,0
Gambia,GMB,2007,12
Gambia,GMB,2008,1
Georgia,GEO,1993,8
Germany,DEU,1971,1
Germany,DEU,1972,2
Germany,DEU,1973,6
Germany,DEU,1974,3
Germany,DEU,1975,1
Germany,DEU,1976,2
Germany,DEU,1977,1
