"Entity","Code","Year","palm_oil__00000257__production__005510__tonnes"
"China","CHN",1969,1e+05
"China","CHN",1970,112000
"China","CHN",1971,128000
"China","CHN",1972,148000
"China","CHN",1973,152000
"China","CHN",1974,156000
"China","CHN",1975,156000
"China","CHN",1976,164000
"China","CHN",1977,160000
"China","CHN",1978,168000
"China","CHN",1979,172000
"China","CHN",1980,160000
"China","CHN",1981,164000
"China","CHN",1982,180000
"China","CHN",1983,188000
"China","CHN",1984,184000
"China","CHN",1985,240000
"China","CHN",1986,240000
"China","CHN",1987,223000
"China","CHN",1988,213000
"China","CHN",1989,203000
"China","CHN",1990,180000
"China","CHN",1991,184628
"China","CHN",1992,192000
"China","CHN",1993,2e+05
"China","CHN",1994,211948
"China","CHN",1995,220822
"China","CHN",1996,202000
"China","CHN",1997,205000
"China","CHN",1998,207000
"China","CHN",1999,210000
"China","CHN",2000,213000
"China","CHN",2001,217000
"China","CHN",2002,220000
"China","CHN",2003,223000
"China","CHN",2004,225000
"China","CHN",2005,248020
"China","CHN",2006,217000
"China","CHN",2007,221000
"China","CHN",2008,225000
"China","CHN",2009,230000
"China","CHN",2010,135662.83
"China","CHN",2011,132666.7
"China","CHN",2012,135662.83
"China","CHN",2013,138687.89
"China","CHN",2014,114109.69
"China","CHN",2015,112495.94
"China","CHN",2016,112290.03
"China","CHN",2017,112335.93
"China","CHN",2018,112381.82
"China","CHN",2019,112965.41
"China","CHN",2020,112389.98
"China","CHN",2021,113131.59
"China","CHN",2022,113185.98
"China (FAO)",NA,1961,40000
"China (FAO)",NA,1962,40000
"China (FAO)",NA,1963,40000
"China (FAO)",NA,1964,40000
"China (FAO)",NA,1965,40000
"China (FAO)",NA,1966,60000
"China (FAO)",NA,1967,72000
"China (FAO)",NA,1968,88000
"China (FAO)",NA,1969,1e+05
"China (FAO)",NA,1970,112000
"China (FAO)",NA,1971,128000
"China (FAO)",NA,1972,148000
"China (FAO)",NA,1973,152000
"China (FAO)",NA,1974,156000
"China (FAO)",NA,1975,156000
"China (FAO)",NA,1976,164000
"China (FAO)",NA,1977,160000
"China (FAO)",NA,1978,168000
"China (FAO)",NA,1979,172000
"China (FAO)",NA,1980,160000
"China (FAO)",NA,1981,164000
"China (FAO)",NA,1982,180000
"China (FAO)",NA,1983,188000
"China (FAO)",NA,1984,184000
"China (FAO)",NA,1985,240000
"China (FAO)",NA,1986,240000
"China (FAO)",NA,1987,223000
"China (FAO)",NA,1988,213000
"China (FAO)",NA,1989,203000
"China (FAO)",NA,1990,180000
"China (FAO)",NA,1991,184628
"China (FAO)",NA,1992,192000
"China (FAO)",NA,1993,2e+05
"China (FAO)",NA,1994,211948
"China (FAO)",NA,1995,220822
"China (FAO)",NA,1996,202000
"China (FAO)",NA,1997,205000
"China (FAO)",NA,1998,207000
"China (FAO)",NA,1999,210000
"China (FAO)",NA,2000,213000
"China (FAO)",NA,2001,217000
"China (FAO)",NA,2002,220000
"China (FAO)",NA,2003,223000
"China (FAO)",NA,2004,225000
"China (FAO)",NA,2005,248020
"China (FAO)",NA,2006,217000
"China (FAO)",NA,2007,221000
"China (FAO)",NA,2008,225000
"China (FAO)",NA,2009,230000
"China (FAO)",NA,2010,135662.83
"China (FAO)",NA,2011,132666.7
"China (FAO)",NA,2012,135662.83
"China (FAO)",NA,2013,138687.89
"China (FAO)",NA,2014,114109.69
"China (FAO)",NA,2015,112495.94
"China (FAO)",NA,2016,112290.03
"China (FAO)",NA,2017,112335.93
"China (FAO)",NA,2018,112381.82
"China (FAO)",NA,2019,112965.41
"China (FAO)",NA,2020,112389.98
"China (FAO)",NA,2021,113131.59
"China (FAO)",NA,2022,113185.98
"Colombia","COL",1961,1700
"Colombia","COL",1962,1950
"Colombia","COL",1963,2100
"Colombia","COL",1964,2200
"Colombia","COL",1965,2200
"Colombia","COL",1966,2800
"Colombia","COL",1967,11100
"Colombia","COL",1968,13400
"Colombia","COL",1969,17700
"Colombia","COL",1970,26900
"Colombia","COL",1971,36200
"Colombia","COL",1972,41400
"Colombia","COL",1973,44000
"Colombia","COL",1974,50800
"Colombia","COL",1975,39200
"Colombia","COL",1976,38940
"Colombia","COL",1977,48100
"Colombia","COL",1978,48800
"Colombia","COL",1979,61800
"Colombia","COL",1980,69800
"Colombia","COL",1981,79900
"Colombia","COL",1982,85200
"Colombia","COL",1983,101900
"Colombia","COL",1984,118628
"Colombia","COL",1985,125250
"Colombia","COL",1986,140000
"Colombia","COL",1987,147000
"Colombia","COL",1988,198725
"Colombia","COL",1989,224000
"Colombia","COL",1990,251961
"Colombia","COL",1991,290856
"Colombia","COL",1992,290470
"Colombia","COL",1993,314680
"Colombia","COL",1994,353163
"Colombia","COL",1995,387646
"Colombia","COL",1996,409620
"Colombia","COL",1997,440796
"Colombia","COL",1998,424198
"Colombia","COL",1999,499635
"Colombia","COL",2000,524001
"Colombia","COL",2001,547571
"Colombia","COL",2002,528400
"Colombia","COL",2003,526634
"Colombia","COL",2004,630400
"Colombia","COL",2005,672576
"Colombia","COL",2006,711000
"Colombia","COL",2007,780000
"Colombia","COL",2008,777800
"Colombia","COL",2009,804838
"Colombia","COL",2010,753039
"Colombia","COL",2011,804838
"Colombia","COL",2012,973039
"Colombia","COL",2013,1040835
"Colombia","COL",2014,1109586
"Colombia","COL",2015,1275000
"Colombia","COL",2016,1146000
"Colombia","COL",2017,1627552
"Colombia","COL",2018,1631506.4
"Colombia","COL",2019,1527548.9
"Colombia","COL",2020,1557994.9
"Colombia","COL",2021,1747773
"Colombia","COL",2022,1767624
"Congo","COG",1961,6592
"Congo","COG",1962,7100
"Congo","COG",1963,8750
"Congo","COG",1964,9000
"Congo","COG",1965,10000
"Congo","COG",1966,11000
"Congo","COG",1967,12000
"Congo","COG",1968,13700
"Congo","COG",1969,14000
"Congo","COG",1970,14000
"Congo","COG",1971,14000
"Congo","COG",1972,14000
"Congo","COG",1973,14000
"Congo","COG",1974,14000
"Congo","COG",1975,14000
"Congo","COG",1976,14000
"Congo","COG",1977,15000
"Congo","COG",1978,15000
"Congo","COG",1979,15000
"Congo","COG",1980,15000
"Congo","COG",1981,15000
"Congo","COG",1982,15000
"Congo","COG",1983,15300
"Congo","COG",1984,15300
"Congo","COG",1985,15300
"Congo","COG",1986,15600
"Congo","COG",1987,15700
"Congo","COG",1988,16000
"Congo","COG",1989,16500
"Congo","COG",1990,17722
"Congo","COG",1991,16000
"Congo","COG",1992,15000
"Congo","COG",1993,15400
"Congo","COG",1994,16000
"Congo","COG",1995,16100
"Congo","COG",1996,16700
"Congo","COG",1997,15700
"Congo","COG",1998,16100
"Congo","COG",1999,16700
"Congo","COG",2000,16891
"Congo","COG",2001,16962
"Congo","COG",2002,18900
"Congo","COG",2003,15000
"Congo","COG",2004,18000
"Congo","COG",2005,19000
"Congo","COG",2006,24500
"Congo","COG",2007,25000
"Congo","COG",2008,25106
"Congo","COG",2009,25200
"Congo","COG",2010,25450
"Congo","COG",2011,25550
"Congo","COG",2012,25850
"Congo","COG",2013,25950
"Congo","COG",2014,26043
"Congo","COG",2015,27021.15
"Congo","COG",2016,27192.2
"Congo","COG",2017,27485.87
"Congo","COG",2018,27779.53
"Congo","COG",2019,27003.75
"Congo","COG",2020,27574.59
"Congo","COG",2021,28303.88
"Congo","COG",2022,28216.85
"Costa Rica","CRI",1961,4300
"Costa Rica","CRI",1962,5300
"Costa Rica","CRI",1963,9200
"Costa Rica","CRI",1964,8900
"Costa Rica","CRI",1965,9200
"Costa Rica","CRI",1966,9100
"Costa Rica","CRI",1967,9500
"Costa Rica","CRI",1968,10200
"Costa Rica","CRI",1969,12000
"Costa Rica","CRI",1970,13000
"Costa Rica","CRI",1971,14000
"Costa Rica","CRI",1972,14000
"Costa Rica","CRI",1973,22226
"Costa Rica","CRI",1974,22000
"Costa Rica","CRI",1975,22000
"Costa Rica","CRI",1976,23000
"Costa Rica","CRI",1977,23000
"Costa Rica","CRI",1978,29600
"Costa Rica","CRI",1979,30800
"Costa Rica","CRI",1980,31300
"Costa Rica","CRI",1981,37300
"Costa Rica","CRI",1982,39900
"Costa Rica","CRI",1983,43400
"Costa Rica","CRI",1984,43196
"Costa Rica","CRI",1985,35583
"Costa Rica","CRI",1986,44681
"Costa Rica","CRI",1987,47216
"Costa Rica","CRI",1988,59246
"Costa Rica","CRI",1989,72108
"Costa Rica","CRI",1990,73178
"Costa Rica","CRI",1991,76298
"Costa Rica","CRI",1992,75155
"Costa Rica","CRI",1993,84858
"Costa Rica","CRI",1994,89457
"Costa Rica","CRI",1995,93217
"Costa Rica","CRI",1996,96789
"Costa Rica","CRI",1997,101000
"Costa Rica","CRI",1998,108586
"Costa Rica","CRI",1999,108972
"Costa Rica","CRI",2000,137051
"Costa Rica","CRI",2001,149868
"Costa Rica","CRI",2002,128400
"Costa Rica","CRI",2003,131460
"Costa Rica","CRI",2004,158700
"Costa Rica","CRI",2005,179400
"Costa Rica","CRI",2006,196300
"Costa Rica","CRI",2007,189750
"Costa Rica","CRI",2008,198536
"Costa Rica","CRI",2009,206482
"Costa Rica","CRI",2010,226734
"Costa Rica","CRI",2011,241500
"Costa Rica","CRI",2012,255588
"Costa Rica","CRI",2013,299911
"Costa Rica","CRI",2014,203413
"Costa Rica","CRI",2015,187680
"Costa Rica","CRI",2016,250573
"Costa Rica","CRI",2017,252034
"Costa Rica","CRI",2018,250194
"Costa Rica","CRI",2019,247800
"Costa Rica","CRI",2020,260100
"Costa Rica","CRI",2021,267258.84
"Costa Rica","CRI",2022,282268.2
"Cote d'Ivoire","CIV",1961,14000
"Cote d'Ivoire","CIV",1962,13000
"Cote d'Ivoire","CIV",1963,15000
"Cote d'Ivoire","CIV",1964,16000
"Cote d'Ivoire","CIV",1965,18000
"Cote d'Ivoire","CIV",1966,17000
"Cote d'Ivoire","CIV",1967,20000
"Cote d'Ivoire","CIV",1968,22000
"Cote d'Ivoire","CIV",1969,28000
"Cote d'Ivoire","CIV",1970,50000
"Cote d'Ivoire","CIV",1971,61400
"Cote d'Ivoire","CIV",1972,93400
"Cote d'Ivoire","CIV",1973,99100
"Cote d'Ivoire","CIV",1974,145900
"Cote d'Ivoire","CIV",1975,153400
"Cote d'Ivoire","CIV",1976,150600
"Cote d'Ivoire","CIV",1977,133200
"Cote d'Ivoire","CIV",1978,145500
"Cote d'Ivoire","CIV",1979,131000
"Cote d'Ivoire","CIV",1980,189100
"Cote d'Ivoire","CIV",1981,153200
"Cote d'Ivoire","CIV",1982,168800
"Cote d'Ivoire","CIV",1983,168100
"Cote d'Ivoire","CIV",1984,166632
"Cote d'Ivoire","CIV",1985,160886
"Cote d'Ivoire","CIV",1986,203232
"Cote d'Ivoire","CIV",1987,212807
"Cote d'Ivoire","CIV",1988,186542
"Cote d'Ivoire","CIV",1989,193272
"Cote d'Ivoire","CIV",1990,250188
"Cote d'Ivoire","CIV",1991,255267
"Cote d'Ivoire","CIV",1992,281108
"Cote d'Ivoire","CIV",1993,274401
"Cote d'Ivoire","CIV",1994,275887
"Cote d'Ivoire","CIV",1995,267889
"Cote d'Ivoire","CIV",1996,296948
"Cote d'Ivoire","CIV",1997,248882
"Cote d'Ivoire","CIV",1998,264403
"Cote d'Ivoire","CIV",1999,284518
"Cote d'Ivoire","CIV",2000,263213
"Cote d'Ivoire","CIV",2001,219634
"Cote d'Ivoire","CIV",2002,252289
"Cote d'Ivoire","CIV",2003,225872
"Cote d'Ivoire","CIV",2004,297534
"Cote d'Ivoire","CIV",2005,236000
"Cote d'Ivoire","CIV",2006,281000
"Cote d'Ivoire","CIV",2007,288819
"Cote d'Ivoire","CIV",2008,302033
"Cote d'Ivoire","CIV",2009,345000
"Cote d'Ivoire","CIV",2010,360000
"Cote d'Ivoire","CIV",2011,371000
"Cote d'Ivoire","CIV",2012,417770
"Cote d'Ivoire","CIV",2013,395800
"Cote d'Ivoire","CIV",2014,415000
"Cote d'Ivoire","CIV",2015,415000
"Cote d'Ivoire","CIV",2016,486000
"Cote d'Ivoire","CIV",2017,483000
"Cote d'Ivoire","CIV",2018,472450
"Cote d'Ivoire","CIV",2019,535365
"Cote d'Ivoire","CIV",2020,514491
"Cote d'Ivoire","CIV",2021,601290
"Cote d'Ivoire","CIV",2022,560000
"Democratic Republic of Congo","COD",1961,224000
"Democratic Republic of Congo","COD",1962,229000
"Democratic Republic of Congo","COD",1963,223500
"Democratic Republic of Congo","COD",1964,209300
"Democratic Republic of Congo","COD",1965,162400
"Democratic Republic of Congo","COD",1966,167600
"Democratic Republic of Congo","COD",1967,203200
"Democratic Republic of Congo","COD",1968,242200
"Democratic Republic of Congo","COD",1969,245000
"Democratic Republic of Congo","COD",1970,231700
"Democratic Republic of Congo","COD",1971,220600
"Democratic Republic of Congo","COD",1972,208000
"Democratic Republic of Congo","COD",1973,194400
"Democratic Republic of Congo","COD",1974,184400
"Democratic Republic of Congo","COD",1975,181400
"Democratic Republic of Congo","COD",1976,175400
"Democratic Republic of Congo","COD",1977,173300
"Democratic Republic of Congo","COD",1978,170900
"Democratic Republic of Congo","COD",1979,170000
"Democratic Republic of Congo","COD",1980,168300
"Democratic Republic of Congo","COD",1981,165000
"Democratic Republic of Congo","COD",1982,155000
"Democratic Republic of Congo","COD",1983,145000
"Democratic Republic of Congo","COD",1984,153000
"Democratic Republic of Congo","COD",1985,160000
"Democratic Republic of Congo","COD",1986,155000
"Democratic Republic of Congo","COD",1987,165000
"Democratic Republic of Congo","COD",1988,178000
"Democratic Republic of Congo","COD",1989,178000
"Democratic Republic of Congo","COD",1990,179000
"Democratic Republic of Congo","COD",1991,180000
"Democratic Republic of Congo","COD",1992,181000
"Democratic Republic of Congo","COD",1993,182000
"Democratic Republic of Congo","COD",1994,170520
"Democratic Republic of Congo","COD",1995,195630
"Democratic Republic of Congo","COD",1996,186120
"Democratic Republic of Congo","COD",1997,167810
"Democratic Republic of Congo","COD",1998,168830
"Democratic Republic of Congo","COD",1999,168050
"Democratic Republic of Congo","COD",2000,167640
"Democratic Republic of Congo","COD",2001,167230
"Democratic Republic of Congo","COD",2002,170000
"Democratic Republic of Congo","COD",2003,175000
"Democratic Republic of Congo","COD",2004,175000
"Democratic Republic of Congo","COD",2005,175000
"Democratic Republic of Congo","COD",2006,175000
"Democratic Republic of Congo","COD",2007,182000
"Democratic Republic of Congo","COD",2008,182000
"Democratic Republic of Congo","COD",2009,185000
"Democratic Republic of Congo","COD",2010,186000
"Democratic Republic of Congo","COD",2011,190000
"Democratic Republic of Congo","COD",2012,236000
"Democratic Republic of Congo","COD",2013,282000
"Democratic Republic of Congo","COD",2014,288000
"Democratic Republic of Congo","COD",2015,291000
"Democratic Republic of Congo","COD",2016,288000
"Democratic Republic of Congo","COD",2017,291000
"Democratic Republic of Congo","COD",2018,293000
"Democratic Republic of Congo","COD",2019,294000
"Democratic Republic of Congo","COD",2020,3e+05
"Democratic Republic of Congo","COD",2021,3e+05
"Democratic Republic of Congo","COD",2022,3e+05
"Dominican Republic","DOM",1989,2600
"Dominican Republic","DOM",1990,8800
"Dominican Republic","DOM",1991,13200
"Dominican Republic","DOM",1992,16300
"Dominican Republic","DOM",1993,20000
"Dominican Republic","DOM",1994,23000
"Dominican Republic","DOM",1995,24000
"Dominican Republic","DOM",1996,25000
"Dominican Republic","DOM",1997,25000
"Dominican Republic","DOM",1998,25000
"Dominican Republic","DOM",1999,23500
"Dominican Republic","DOM",2000,26000
"Dominican Republic","DOM",2001,26000
"Dominican Republic","DOM",2002,25200
"Dominican Republic","DOM",2003,27000
"Dominican Republic","DOM",2004,27600
"Dominican Republic","DOM",2005,29000
"Dominican Republic","DOM",2006,31000
"Dominican Republic","DOM",2007,32000
"Dominican Republic","DOM",2008,35000
"Dominican Republic","DOM",2009,38000
"Dominican Republic","DOM",2010,41000
"Dominican Republic","DOM",2011,44000
"Dominican Republic","DOM",2012,45000
"Dominican Republic","DOM",2013,46000
"Dominican Republic","DOM",2014,47000
"Dominican Republic","DOM",2015,50000
"Dominican Republic","DOM",2016,52000
"Dominican Republic","DOM",2017,52000
"Dominican Republic","DOM",2018,53000
"Dominican Republic","DOM",2019,55000
"Dominican Republic","DOM",2020,51000
"Dominican Republic","DOM",2021,40000
"Dominican Republic","DOM",2022,45000
"East Timor","TLS",1961,0
"East Timor","TLS",1962,0
"East Timor","TLS",1963,0
"East Timor","TLS",1964,0
"East Timor","TLS",1965,0
"East Timor","TLS",1966,0
"East Timor","TLS",1967,0
"East Timor","TLS",1968,0
"East Timor","TLS",1969,0
"East Timor","TLS",1970,0
"East Timor","TLS",1971,0
"East Timor","TLS",1972,0
"East Timor","TLS",1973,0
"East Timor","TLS",1974,0
"East Timor","TLS",1975,0
"East Timor","TLS",1976,0
"East Timor","TLS",1977,0
"East Timor","TLS",1978,0
"East Timor","TLS",1979,0
"East Timor","TLS",1980,0
"East Timor","TLS",1981,0
"East Timor","TLS",1982,0
"East Timor","TLS",1983,0
"East Timor","TLS",1984,0
"East Timor","TLS",1985,0
"East Timor","TLS",1986,0
"East Timor","TLS",1987,0
"East Timor","TLS",1988,0
"East Timor","TLS",1989,0
"East Timor","TLS",1990,0
"East Timor","TLS",1991,0
"East Timor","TLS",1992,0
"Eastern Africa (FAO)",NA,1961,1700
"Eastern Africa (FAO)",NA,1962,1800
"Eastern Africa (FAO)",NA,1963,1813
"Eastern Africa (FAO)",NA,1964,1800
"Eastern Africa (FAO)",NA,1965,1794
"Eastern Africa (FAO)",NA,1966,1885
"Eastern Africa (FAO)",NA,1967,1938
"Eastern Africa (FAO)",NA,1968,2454
"Eastern Africa (FAO)",NA,1969,3159
"Eastern Africa (FAO)",NA,1970,3320
"Eastern Africa (FAO)",NA,1971,3388
"Eastern Africa (FAO)",NA,1972,3240
"Eastern Africa (FAO)",NA,1973,4120
"Eastern Africa (FAO)",NA,1974,4285
"Eastern Africa (FAO)",NA,1975,6720
"Eastern Africa (FAO)",NA,1976,5055
"Eastern Africa (FAO)",NA,1977,6685
"Eastern Africa (FAO)",NA,1978,7500
"Eastern Africa (FAO)",NA,1979,7250
"Eastern Africa (FAO)",NA,1980,7085
"Eastern Africa (FAO)",NA,1981,7810
"Eastern Africa (FAO)",NA,1982,8700
"Eastern Africa (FAO)",NA,1983,8700
"Eastern Africa (FAO)",NA,1984,8800
"Eastern Africa (FAO)",NA,1985,9020
"Eastern Africa (FAO)",NA,1986,9220
"Eastern Africa (FAO)",NA,1987,9560
"Eastern Africa (FAO)",NA,1988,9940
"Eastern Africa (FAO)",NA,1989,9701
"Eastern Africa (FAO)",NA,1990,10531
"Eastern Africa (FAO)",NA,1991,10703
"Eastern Africa (FAO)",NA,1992,10852
"Eastern Africa (FAO)",NA,1993,11050
"Eastern Africa (FAO)",NA,1994,10335
"Eastern Africa (FAO)",NA,1995,10770
"Eastern Africa (FAO)",NA,1996,10730
"Eastern Africa (FAO)",NA,1997,10810
"Eastern Africa (FAO)",NA,1998,11030
"Eastern Africa (FAO)",NA,1999,11560
"Eastern Africa (FAO)",NA,2000,11400
"Eastern Africa (FAO)",NA,2001,11374
"Eastern Africa (FAO)",NA,2002,12612
"Eastern Africa (FAO)",NA,2003,13364
"Eastern Africa (FAO)",NA,2004,14165
"Eastern Africa (FAO)",NA,2005,15923
"Eastern Africa (FAO)",NA,2006,17132
"Eastern Africa (FAO)",NA,2007,21541
"Eastern Africa (FAO)",NA,2008,23078
"Eastern Africa (FAO)",NA,2009,22638
"Eastern Africa (FAO)",NA,2010,23729.76
"Eastern Africa (FAO)",NA,2011,22246.39
"Eastern Africa (FAO)",NA,2012,22728.97
"Eastern Africa (FAO)",NA,2013,28486.61
"Eastern Africa (FAO)",NA,2014,27700.62
"Eastern Africa (FAO)",NA,2015,26044.19
"Eastern Africa (FAO)",NA,2016,30401
"Eastern Africa (FAO)",NA,2017,31329
"Eastern Africa (FAO)",NA,2018,33236
"Eastern Africa (FAO)",NA,2019,35170.76
"Eastern Africa (FAO)",NA,2020,27292.06
"Eastern Africa (FAO)",NA,2021,27109.73
"Eastern Africa (FAO)",NA,2022,27343.53
"Eastern Asia (FAO)",NA,1961,40000
"Eastern Asia (FAO)",NA,1962,40000
"Eastern Asia (FAO)",NA,1963,40000
"Eastern Asia (FAO)",NA,1964,40000
"Eastern Asia (FAO)",NA,1965,40000
"Eastern Asia (FAO)",NA,1966,60000
"Eastern Asia (FAO)",NA,1967,72000
"Eastern Asia (FAO)",NA,1968,88000
"Eastern Asia (FAO)",NA,1969,1e+05
"Eastern Asia (FAO)",NA,1970,112000
"Eastern Asia (FAO)",NA,1971,128000
"Eastern Asia (FAO)",NA,1972,148000
"Eastern Asia (FAO)",NA,1973,152000
"Eastern Asia (FAO)",NA,1974,156000
"Eastern Asia (FAO)",NA,1975,156000
"Eastern Asia (FAO)",NA,1976,164000
"Eastern Asia (FAO)",NA,1977,160000
"Eastern Asia (FAO)",NA,1978,168000
"Eastern Asia (FAO)",NA,1979,172000
"Eastern Asia (FAO)",NA,1980,160000
"Eastern Asia (FAO)",NA,1981,164000
"Eastern Asia (FAO)",NA,1982,180000
"Eastern Asia (FAO)",NA,1983,188000
"Eastern Asia (FAO)",NA,1984,184000
"Eastern Asia (FAO)",NA,1985,240000
"Eastern Asia (FAO)",NA,1986,240000
"Eastern Asia (FAO)",NA,1987,223000
"Eastern Asia (FAO)",NA,1988,213000
"Eastern Asia (FAO)",NA,1989,203000
"Eastern Asia (FAO)",NA,1990,180000
"Eastern Asia (FAO)",NA,1991,184628
"Eastern Asia (FAO)",NA,1992,192000
"Eastern Asia (FAO)",NA,1993,2e+05
"Eastern Asia (FAO)",NA,1994,211948
"Eastern Asia (FAO)",NA,1995,220822
"Eastern Asia (FAO)",NA,1996,202000
"Eastern Asia (FAO)",NA,1997,205000
"Eastern Asia (FAO)",NA,1998,207000
"Eastern Asia (FAO)",NA,1999,210000
"Eastern Asia (FAO)",NA,2000,213000
"Eastern Asia (FAO)",NA,2001,217000
"Eastern Asia (FAO)",NA,2002,220000
"Eastern Asia (FAO)",NA,2003,223000
"Eastern Asia (FAO)",NA,2004,225000
"Eastern Asia (FAO)",NA,2005,248020
"Eastern Asia (FAO)",NA,2006,217000
"Eastern Asia (FAO)",NA,2007,221000
"Eastern Asia (FAO)",NA,2008,225000
"Eastern Asia (FAO)",NA,2009,230000
"Eastern Asia (FAO)",NA,2010,135662.83
"Eastern Asia (FAO)",NA,2011,132666.7
"Eastern Asia (FAO)",NA,2012,135662.83
"Eastern Asia (FAO)",NA,2013,138687.89
"Eastern Asia (FAO)",NA,2014,114109.69
"Eastern Asia (FAO)",NA,2015,112495.94
"Eastern Asia (FAO)",NA,2016,112290.03
"Eastern Asia (FAO)",NA,2017,112335.93
"Eastern Asia (FAO)",NA,2018,112381.82
"Eastern Asia (FAO)",NA,2019,112965.41
"Eastern Asia (FAO)",NA,2020,112389.98
"Eastern Asia (FAO)",NA,2021,113131.59
"Eastern Asia (FAO)",NA,2022,113185.98
"Eastern Europe (FAO)",NA,2015,0
"Eastern Europe (FAO)",NA,2016,0
"Eastern Europe (FAO)",NA,2017,0
"Eastern Europe (FAO)",NA,2018,0
"Eastern Europe (FAO)",NA,2019,0
"Eastern Europe (FAO)",NA,2020,0
"Eastern Europe (FAO)",NA,2021,0
"Eastern Europe (FAO)",NA,2022,0
"Ecuador","ECU",1961,30000
"Ecuador","ECU",1962,32000
"Ecuador","ECU",1963,32000
"Ecuador","ECU",1964,34000
"Ecuador","ECU",1965,40000
"Ecuador","ECU",1966,37000
"Ecuador","ECU",1967,45000
"Ecuador","ECU",1968,50000
"Ecuador","ECU",1969,35000
"Ecuador","ECU",1970,27000
"Ecuador","ECU",1971,38000
"Ecuador","ECU",1972,36000
"Ecuador","ECU",1973,29800
"Ecuador","ECU",1974,11007
"Ecuador","ECU",1975,14186
"Ecuador","ECU",1976,15288
"Ecuador","ECU",1977,25000
"Ecuador","ECU",1978,28000
"Ecuador","ECU",1979,31000
"Ecuador","ECU",1980,37300
"Ecuador","ECU",1981,43700
"Ecuador","ECU",1982,56000
"Ecuador","ECU",1983,64000
"Ecuador","ECU",1984,67000
"Ecuador","ECU",1985,82000
"Ecuador","ECU",1986,118000
"Ecuador","ECU",1987,123779
"Ecuador","ECU",1988,121347
"Ecuador","ECU",1989,162570
"Ecuador","ECU",1990,150425
"Ecuador","ECU",1991,160618
"Ecuador","ECU",1992,166271
"Ecuador","ECU",1993,170502
"Ecuador","ECU",1994,194668
"Ecuador","ECU",1995,179933
"Ecuador","ECU",1996,187755
"Ecuador","ECU",1997,243556
"Ecuador","ECU",1998,269642
"Ecuador","ECU",1999,164045
"Ecuador","ECU",2000,217864
"Ecuador","ECU",2001,227830
"Ecuador","ECU",2002,263252
"Ecuador","ECU",2003,220945
"Ecuador","ECU",2004,261237
"Ecuador","ECU",2005,290568
"Ecuador","ECU",2006,291000
"Ecuador","ECU",2007,295000
"Ecuador","ECU",2008,312000
"Ecuador","ECU",2009,328000
"Ecuador","ECU",2010,380300
"Ecuador","ECU",2011,495000
"Ecuador","ECU",2012,543000
"Ecuador","ECU",2013,495000
"Ecuador","ECU",2014,490000
"Ecuador","ECU",2015,535000
"Ecuador","ECU",2016,587000
"Ecuador","ECU",2017,570000
"Ecuador","ECU",2018,560000
"Ecuador","ECU",2019,509000
"Ecuador","ECU",2020,484400
"Ecuador","ECU",2021,448434
"Ecuador","ECU",2022,437192
"Equatorial Guinea","GNQ",1961,3100
"Equatorial Guinea","GNQ",1962,3300
"Equatorial Guinea","GNQ",1963,3100
"Equatorial Guinea","GNQ",1964,3209
"Equatorial Guinea","GNQ",1965,3783
"Equatorial Guinea","GNQ",1966,4000
"Equatorial Guinea","GNQ",1967,4000
"Equatorial Guinea","GNQ",1968,4000
"Equatorial Guinea","GNQ",1969,4000
"Equatorial Guinea","GNQ",1970,4000
"Equatorial Guinea","GNQ",1971,4000
"Equatorial Guinea","GNQ",1972,4100
"Equatorial Guinea","GNQ",1973,4200
"Equatorial Guinea","GNQ",1974,4300
"Equatorial Guinea","GNQ",1975,4200
"Equatorial Guinea","GNQ",1976,4500
"Equatorial Guinea","GNQ",1977,4600
"Equatorial Guinea","GNQ",1978,4700
"Equatorial Guinea","GNQ",1979,4700
"Equatorial Guinea","GNQ",1980,4800
"Equatorial Guinea","GNQ",1981,4800
"Equatorial Guinea","GNQ",1982,4900
"Equatorial Guinea","GNQ",1983,5000
"Equatorial Guinea","GNQ",1984,5200
"Equatorial Guinea","GNQ",1985,5000
"Equatorial Guinea","GNQ",1986,5000
"Equatorial Guinea","GNQ",1987,5000
"Equatorial Guinea","GNQ",1988,5000
"Equatorial Guinea","GNQ",1989,5000
"Equatorial Guinea","GNQ",1990,5370
"Equatorial Guinea","GNQ",1991,4704
"Equatorial Guinea","GNQ",1992,4900
"Equatorial Guinea","GNQ",1993,4800
"Equatorial Guinea","GNQ",1994,4700
"Equatorial Guinea","GNQ",1995,4500
"Equatorial Guinea","GNQ",1996,4600
"Equatorial Guinea","GNQ",1997,4400
"Equatorial Guinea","GNQ",1998,4300
"Equatorial Guinea","GNQ",1999,4500
"Equatorial Guinea","GNQ",2000,4551
"Equatorial Guinea","GNQ",2001,4570
"Equatorial Guinea","GNQ",2002,4807
"Equatorial Guinea","GNQ",2003,4921
"Equatorial Guinea","GNQ",2004,5102
"Equatorial Guinea","GNQ",2005,5265
"Equatorial Guinea","GNQ",2006,5479
"Equatorial Guinea","GNQ",2007,5992
"Equatorial Guinea","GNQ",2008,6017
"Equatorial Guinea","GNQ",2009,5250
"Equatorial Guinea","GNQ",2010,5000
"Equatorial Guinea","GNQ",2011,5000
"Equatorial Guinea","GNQ",2012,5500
"Equatorial Guinea","GNQ",2013,5500
"Equatorial Guinea","GNQ",2014,5494
