"Entity","Code","Year","beans__dry__00000176__production__005510__tonnes"
"Costa Rica","CRI",1979,11321
"Costa Rica","CRI",1980,11504
"Costa Rica","CRI",1981,12289
"Costa Rica","CRI",1982,15775
"Costa Rica","CRI",1983,13889
"Costa Rica","CRI",1984,20096
"Costa Rica","CRI",1985,22140
"Costa Rica","CRI",1986,28038
"Costa Rica","CRI",1987,31125
"Costa Rica","CRI",1988,27920
"Costa Rica","CRI",1989,34050
"Costa Rica","CRI",1990,34260
"Costa Rica","CRI",1991,34267
"Costa Rica","CRI",1992,35569
"Costa Rica","CRI",1993,33359
"Costa Rica","CRI",1994,35337
"Costa Rica","CRI",1995,33343
"Costa Rica","CRI",1996,20385
"Costa Rica","CRI",1997,13980
"Costa Rica","CRI",1998,12781
"Costa Rica","CRI",1999,17487
"Costa Rica","CRI",2000,16236
"Costa Rica","CRI",2001,15429
"Costa Rica","CRI",2002,12685
"Costa Rica","CRI",2003,15083
"Costa Rica","CRI",2004,10474
"Costa Rica","CRI",2005,10102
"Costa Rica","CRI",2006,11114
"Costa Rica","CRI",2007,8437
"Costa Rica","CRI",2008,7812
"Costa Rica","CRI",2009,8920
"Costa Rica","CRI",2010,12830
"Costa Rica","CRI",2011,15713
"Costa Rica","CRI",2012,14269
"Costa Rica","CRI",2013,15710
"Costa Rica","CRI",2014,16116
"Costa Rica","CRI",2015,16848
"Costa Rica","CRI",2016,16474
"Costa Rica","CRI",2017,9143
"Costa Rica","CRI",2018,6861
"Costa Rica","CRI",2019,8218.2
"Costa Rica","CRI",2020,5308
"Costa Rica","CRI",2021,12561
"Costa Rica","CRI",2022,14524
"Costa Rica","CRI",2023,12819
"Cote d'Ivoire","CIV",1997,18000
"Cote d'Ivoire","CIV",1998,19346
"Cote d'Ivoire","CIV",1999,20006
"Cote d'Ivoire","CIV",2000,20689
"Cote d'Ivoire","CIV",2001,21395
"Cote d'Ivoire","CIV",2002,22100
"Cote d'Ivoire","CIV",2003,22819
"Cote d'Ivoire","CIV",2004,23575
"Cote d'Ivoire","CIV",2005,25000
"Cote d'Ivoire","CIV",2006,25133
"Cote d'Ivoire","CIV",2007,25538
"Cote d'Ivoire","CIV",2008,32689
"Cote d'Ivoire","CIV",2009,33000
"Cote d'Ivoire","CIV",2010,33102.27
"Cote d'Ivoire","CIV",2011,33612.4
"Cote d'Ivoire","CIV",2012,34744.66
"Cote d'Ivoire","CIV",2013,35860.06
"Cote d'Ivoire","CIV",2014,37179.39
"Cote d'Ivoire","CIV",2015,38927.92
"Cote d'Ivoire","CIV",2016,37322.46
"Cote d'Ivoire","CIV",2017,37707.04
"Cote d'Ivoire","CIV",2018,38816.69
"Cote d'Ivoire","CIV",2019,37948.73
"Cote d'Ivoire","CIV",2020,38157.49
"Cote d'Ivoire","CIV",2021,38307.64
"Cote d'Ivoire","CIV",2022,38137.95
"Cote d'Ivoire","CIV",2023,38201.03
"Croatia","HRV",1992,15961
"Croatia","HRV",1993,17588
"Croatia","HRV",1994,20596
"Croatia","HRV",1995,21844
"Croatia","HRV",1996,20221
"Croatia","HRV",1997,20527
"Croatia","HRV",1998,21003
"Croatia","HRV",1999,22291
"Croatia","HRV",2000,9928
"Croatia","HRV",2001,16542
"Croatia","HRV",2002,19327
"Croatia","HRV",2003,12571
"Croatia","HRV",2004,4459
"Croatia","HRV",2005,6041
"Croatia","HRV",2006,4058
"Croatia","HRV",2007,2503
"Croatia","HRV",2008,3263
"Croatia","HRV",2009,2460
"Croatia","HRV",2010,1641
"Croatia","HRV",2011,1059
"Croatia","HRV",2012,472
"Croatia","HRV",2013,1480
"Croatia","HRV",2014,1329
"Croatia","HRV",2015,1156
"Croatia","HRV",2016,1461
"Croatia","HRV",2017,1340
"Cuba","CUB",1961,34019
"Cuba","CUB",1962,34000
"Cuba","CUB",1963,30000
"Cuba","CUB",1964,27000
"Cuba","CUB",1965,25000
"Cuba","CUB",1966,23000
"Cuba","CUB",1967,22000
"Cuba","CUB",1968,16000
"Cuba","CUB",1969,10000
"Cuba","CUB",1970,11000
"Cuba","CUB",1971,11000
"Cuba","CUB",1972,14000
"Cuba","CUB",1973,6000
"Cuba","CUB",1974,5000
"Cuba","CUB",1975,4000
"Cuba","CUB",1976,3000
"Cuba","CUB",1977,6000
"Cuba","CUB",1978,7000
"Cuba","CUB",1979,8000
"Cuba","CUB",1980,9383
"Cuba","CUB",1981,8177
"Cuba","CUB",1982,12177
"Cuba","CUB",1983,12736
"Cuba","CUB",1984,11694
"Cuba","CUB",1985,10996
"Cuba","CUB",1986,13201
"Cuba","CUB",1987,12544
"Cuba","CUB",1988,14840
"Cuba","CUB",1989,14107
"Cuba","CUB",1990,14000
"Cuba","CUB",1991,11847
"Cuba","CUB",1992,20116
"Cuba","CUB",1993,18306
"Cuba","CUB",1994,22315
"Cuba","CUB",1995,24542
"Cuba","CUB",1996,29100
"Cuba","CUB",1997,33400
"Cuba","CUB",1998,42221
"Cuba","CUB",1999,76816
"Cuba","CUB",2000,106300
"Cuba","CUB",2001,99109
"Cuba","CUB",2002,107300
"Cuba","CUB",2003,127000
"Cuba","CUB",2004,132900
"Cuba","CUB",2005,106200
"Cuba","CUB",2006,70600
"Cuba","CUB",2007,97200
"Cuba","CUB",2008,97200
"Cuba","CUB",2009,110800
"Cuba","CUB",2010,80439
"Cuba","CUB",2011,133000
"Cuba","CUB",2012,127100
"Cuba","CUB",2013,129800
"Cuba","CUB",2014,135545
"Cuba","CUB",2015,117556
"Cuba","CUB",2016,136570
"Cuba","CUB",2017,132174
"Cuba","CUB",2018,161513.17
"Cuba","CUB",2019,120487
"Cuba","CUB",2020,64946.4
"Cuba","CUB",2021,56921
"Cuba","CUB",2022,69193.23
"Cuba","CUB",2023,80672.01
"Cyprus","CYP",1961,1524
"Cyprus","CYP",1962,1575
"Cyprus","CYP",1963,919
"Cyprus","CYP",1964,1524
"Cyprus","CYP",1965,1778
"Cyprus","CYP",1966,1118
"Cyprus","CYP",1967,1016
"Cyprus","CYP",1968,914
"Cyprus","CYP",1969,1016
"Cyprus","CYP",1970,762
"Cyprus","CYP",1971,864
"Cyprus","CYP",1972,762
"Cyprus","CYP",1973,406
"Cyprus","CYP",1974,508
"Cyprus","CYP",1975,813
"Cyprus","CYP",1976,660
"Cyprus","CYP",1977,508
"Cyprus","CYP",1978,427
"Cyprus","CYP",1979,356
"Cyprus","CYP",1980,345
"Cyprus","CYP",1981,483
"Cyprus","CYP",1982,559
"Cyprus","CYP",1983,800
"Cyprus","CYP",1984,900
"Cyprus","CYP",1985,1000
"Cyprus","CYP",1986,1260
"Cyprus","CYP",1987,2100
"Cyprus","CYP",1988,840
"Cyprus","CYP",1989,1200
"Cyprus","CYP",1990,1300
"Cyprus","CYP",1991,840
"Cyprus","CYP",1992,1670
"Cyprus","CYP",1993,965
"Cyprus","CYP",1994,800
"Cyprus","CYP",1995,860
"Cyprus","CYP",1996,600
"Cyprus","CYP",1997,400
"Cyprus","CYP",1998,180
"Cyprus","CYP",1999,190
"Cyprus","CYP",2000,180
"Cyprus","CYP",2001,190
"Cyprus","CYP",2002,190
"Cyprus","CYP",2003,200
"Cyprus","CYP",2004,186
"Cyprus","CYP",2005,215
"Cyprus","CYP",2006,206
"Cyprus","CYP",2007,192
"Cyprus","CYP",2008,208
"Cyprus","CYP",2009,218
"Cyprus","CYP",2010,193
"Cyprus","CYP",2011,231
"Cyprus","CYP",2012,196
"Cyprus","CYP",2013,187
"Cyprus","CYP",2014,210
"Cyprus","CYP",2015,208
"Cyprus","CYP",2016,147
"Cyprus","CYP",2017,81
"Czechia","CZE",1993,271
"Czechia","CZE",1994,223
"Czechia","CZE",1995,378
"Czechia","CZE",1996,480
"Czechia","CZE",1997,468
"Czechia","CZE",1998,420
"Czechia","CZE",1999,387
"Czechia","CZE",2000,280
"Czechia","CZE",2001,228
"Czechia","CZE",2002,37
"Czechia","CZE",2004,1.46
"Czechia","CZE",2005,1
"Czechoslovakia","OWID_CZS",1961,1114
"Czechoslovakia","OWID_CZS",1962,998
"Czechoslovakia","OWID_CZS",1963,1368
"Czechoslovakia","OWID_CZS",1964,1140
"Czechoslovakia","OWID_CZS",1965,2041
"Czechoslovakia","OWID_CZS",1966,2503
"Czechoslovakia","OWID_CZS",1967,2181
"Czechoslovakia","OWID_CZS",1968,1638
"Czechoslovakia","OWID_CZS",1969,1582
"Czechoslovakia","OWID_CZS",1970,1586
"Czechoslovakia","OWID_CZS",1971,1978
"Czechoslovakia","OWID_CZS",1972,1563
"Czechoslovakia","OWID_CZS",1973,1634
"Czechoslovakia","OWID_CZS",1974,1962
"Czechoslovakia","OWID_CZS",1975,3774
"Czechoslovakia","OWID_CZS",1976,870
"Czechoslovakia","OWID_CZS",1977,3465
"Czechoslovakia","OWID_CZS",1978,3169
"Czechoslovakia","OWID_CZS",1979,4338
"Czechoslovakia","OWID_CZS",1980,4440
"Czechoslovakia","OWID_CZS",1981,4295
"Czechoslovakia","OWID_CZS",1982,5471
"Czechoslovakia","OWID_CZS",1983,3529
"Czechoslovakia","OWID_CZS",1984,3536
"Czechoslovakia","OWID_CZS",1985,3860
"Czechoslovakia","OWID_CZS",1986,4274
"Czechoslovakia","OWID_CZS",1987,3871
"Czechoslovakia","OWID_CZS",1988,3228
"Czechoslovakia","OWID_CZS",1989,3399
"Czechoslovakia","OWID_CZS",1990,2812
"Czechoslovakia","OWID_CZS",1991,3888
"Czechoslovakia","OWID_CZS",1992,4995
"Democratic Republic of Congo","COD",1961,60000
"Democratic Republic of Congo","COD",1962,64000
"Democratic Republic of Congo","COD",1963,67000
"Democratic Republic of Congo","COD",1964,70000
"Democratic Republic of Congo","COD",1965,73000
"Democratic Republic of Congo","COD",1966,75000
"Democratic Republic of Congo","COD",1967,78000
"Democratic Republic of Congo","COD",1968,80000
"Democratic Republic of Congo","COD",1969,74800
"Democratic Republic of Congo","COD",1970,75700
"Democratic Republic of Congo","COD",1971,80500
"Democratic Republic of Congo","COD",1972,82900
"Democratic Republic of Congo","COD",1973,84700
"Democratic Republic of Congo","COD",1974,87700
"Democratic Republic of Congo","COD",1975,91400
"Democratic Republic of Congo","COD",1976,92900
"Democratic Republic of Congo","COD",1977,92800
"Democratic Republic of Congo","COD",1978,89800
"Democratic Republic of Congo","COD",1979,98800
"Democratic Republic of Congo","COD",1980,104400
"Democratic Republic of Congo","COD",1981,107500
"Democratic Republic of Congo","COD",1982,110500
"Democratic Republic of Congo","COD",1983,113900
"Democratic Republic of Congo","COD",1984,116900
"Democratic Republic of Congo","COD",1985,120200
"Democratic Republic of Congo","COD",1986,119600
"Democratic Republic of Congo","COD",1987,110000
"Democratic Republic of Congo","COD",1988,120900
"Democratic Republic of Congo","COD",1989,121300
"Democratic Republic of Congo","COD",1990,135000
"Democratic Republic of Congo","COD",1991,166190
"Democratic Republic of Congo","COD",1992,170020
"Democratic Republic of Congo","COD",1993,174500
"Democratic Republic of Congo","COD",1994,178870
"Democratic Republic of Congo","COD",1995,112394
"Democratic Republic of Congo","COD",1996,132460
"Democratic Republic of Congo","COD",1997,135442
"Democratic Republic of Congo","COD",1998,138491
"Democratic Republic of Congo","COD",1999,130000
"Democratic Republic of Congo","COD",2000,122000
"Democratic Republic of Congo","COD",2001,114492
"Democratic Republic of Congo","COD",2002,107440
"Democratic Republic of Congo","COD",2003,108390
"Democratic Republic of Congo","COD",2004,109340
"Democratic Republic of Congo","COD",2005,110300
"Democratic Republic of Congo","COD",2006,111270
"Democratic Republic of Congo","COD",2007,112250
"Democratic Republic of Congo","COD",2008,113240
"Democratic Republic of Congo","COD",2009,114239
"Democratic Republic of Congo","COD",2010,115237
"Democratic Republic of Congo","COD",2011,238124
"Democratic Republic of Congo","COD",2012,247196
"Democratic Republic of Congo","COD",2013,248075
"Democratic Republic of Congo","COD",2014,248957
"Democratic Republic of Congo","COD",2015,249405
"Democratic Republic of Congo","COD",2016,250714
"Democratic Republic of Congo","COD",2017,252380
"Democratic Republic of Congo","COD",2018,256182
"Democratic Republic of Congo","COD",2019,260041
"Democratic Republic of Congo","COD",2020,260041
"Democratic Republic of Congo","COD",2021,263961
"Democratic Republic of Congo","COD",2022,271979
"Democratic Republic of Congo","COD",2023,276079
"Djibouti","DJI",1990,2000
"Djibouti","DJI",1991,2050.85
"Djibouti","DJI",1992,2054.05
"Djibouti","DJI",1993,2057.51
"Djibouti","DJI",1994,2061.31
"Djibouti","DJI",1995,2047
"Djibouti","DJI",1996,2057.76
"Djibouti","DJI",1997,2069.25
"Djibouti","DJI",1998,2100
"Djibouti","DJI",1999,2200
"Djibouti","DJI",2000,2300
"Djibouti","DJI",2001,2400
"Djibouti","DJI",2002,2500
"Djibouti","DJI",2003,1500
"Djibouti","DJI",2004,1988.67
"Djibouti","DJI",2005,2000
"Djibouti","DJI",2006,1500
"Djibouti","DJI",2007,1884.76
"Djibouti","DJI",2008,1883.42
"Djibouti","DJI",2009,1871.65
"Djibouti","DJI",2010,1600
"Djibouti","DJI",2011,2000
"Djibouti","DJI",2012,2500
"Djibouti","DJI",2013,2500
"Djibouti","DJI",2014,2225.84
"Djibouti","DJI",2015,2134.69
"Djibouti","DJI",2016,2286.84
"Djibouti","DJI",2017,6541.89
"Djibouti","DJI",2018,9125.75
"Djibouti","DJI",2019,14000
"Djibouti","DJI",2020,16000
"Djibouti","DJI",2021,12000
"Djibouti","DJI",2022,9482.6
"Djibouti","DJI",2023,11974.06
"Dominica","DMA",2007,34
"Dominica","DMA",2008,51
"Dominica","DMA",2009,38
"Dominica","DMA",2010,72
"Dominica","DMA",2011,81
"Dominica","DMA",2012,74.92
"Dominica","DMA",2013,76.27
"Dominica","DMA",2014,77.17
"Dominica","DMA",2015,77.77
"Dominica","DMA",2016,78.2
"Dominica","DMA",2017,78.58
"Dominica","DMA",2018,80.75
"Dominica","DMA",2019,82.01
"Dominica","DMA",2020,80.45
"Dominica","DMA",2021,82.73
"Dominica","DMA",2022,81.73
"Dominica","DMA",2023,81.64
"Dominican Republic","DOM",1961,19523
"Dominican Republic","DOM",1962,18775
"Dominican Republic","DOM",1963,19100
"Dominican Republic","DOM",1964,23355
"Dominican Republic","DOM",1965,22776
"Dominican Republic","DOM",1966,29579
"Dominican Republic","DOM",1967,22778
"Dominican Republic","DOM",1968,20104
"Dominican Republic","DOM",1969,26104
"Dominican Republic","DOM",1970,25105
"Dominican Republic","DOM",1971,28109
"Dominican Republic","DOM",1972,30116
"Dominican Republic","DOM",1973,33919
"Dominican Republic","DOM",1974,43730
"Dominican Republic","DOM",1975,35709
"Dominican Republic","DOM",1976,36735
"Dominican Republic","DOM",1977,35873
"Dominican Republic","DOM",1978,41542
"Dominican Republic","DOM",1979,49696
"Dominican Republic","DOM",1980,49342
"Dominican Republic","DOM",1981,52387
"Dominican Republic","DOM",1982,58075
"Dominican Republic","DOM",1983,61139
"Dominican Republic","DOM",1984,67253
"Dominican Republic","DOM",1985,48018
"Dominican Republic","DOM",1986,49170
"Dominican Republic","DOM",1987,52169
"Dominican Republic","DOM",1988,53694
"Dominican Republic","DOM",1989,53952
"Dominican Republic","DOM",1990,46496
"Dominican Republic","DOM",1991,32587.59
"Dominican Republic","DOM",1992,37086
"Dominican Republic","DOM",1993,38558
"Dominican Republic","DOM",1994,37240
"Dominican Republic","DOM",1995,36674.59
"Dominican Republic","DOM",1996,35288.53
"Dominican Republic","DOM",1997,25820.28
"Dominican Republic","DOM",1998,24254.92
"Dominican Republic","DOM",1999,25782
"Dominican Republic","DOM",2000,22067.59
"Dominican Republic","DOM",2001,30260
"Dominican Republic","DOM",2002,29361
"Dominican Republic","DOM",2003,29028
"Dominican Republic","DOM",2004,22814.39
"Dominican Republic","DOM",2005,22738.32
"Dominican Republic","DOM",2006,28971.06
"Dominican Republic","DOM",2007,28528
"Dominican Republic","DOM",2008,21257
"Dominican Republic","DOM",2009,30603
"Dominican Republic","DOM",2010,33021
"Dominican Republic","DOM",2011,34385.19
"Dominican Republic","DOM",2012,32391
"Dominican Republic","DOM",2013,40387.56
"Dominican Republic","DOM",2014,37345.96
"Dominican Republic","DOM",2015,26948
"Dominican Republic","DOM",2016,33947
"Dominican Republic","DOM",2017,35777
"Dominican Republic","DOM",2018,38042.72
"Dominican Republic","DOM",2019,42018.73
"Dominican Republic","DOM",2020,36755.31
"Dominican Republic","DOM",2021,38335.39
"Dominican Republic","DOM",2022,39432.79
"Dominican Republic","DOM",2023,44393
"East Timor","TLS",1961,900
"East Timor","TLS",1962,1100
"East Timor","TLS",1963,1300
"East Timor","TLS",1964,1338
"East Timor","TLS",1965,1836
"East Timor","TLS",1966,2178
"East Timor","TLS",1967,1709
"East Timor","TLS",1968,2804
"East Timor","TLS",1969,3252
"East Timor","TLS",1970,2822
"East Timor","TLS",1971,3027
"East Timor","TLS",1972,7762
"East Timor","TLS",1973,6466
"East Timor","TLS",1974,5406
"East Timor","TLS",1975,5500
"East Timor","TLS",1976,5500
"East Timor","TLS",1977,5700
"East Timor","TLS",1978,5500
"East Timor","TLS",1979,5400
"East Timor","TLS",1980,5000
"East Timor","TLS",1981,5100
"East Timor","TLS",1982,4900
"East Timor","TLS",1983,4600
"East Timor","TLS",1984,4100
"East Timor","TLS",1985,3900
"East Timor","TLS",1986,3600
"East Timor","TLS",1987,3200
"East Timor","TLS",1988,3500
"East Timor","TLS",1989,3000
"East Timor","TLS",1990,2337
"East Timor","TLS",1991,5411
"East Timor","TLS",1992,3879
"East Timor","TLS",1993,6130
"East Timor","TLS",1994,5721
"East Timor","TLS",1995,7500
"East Timor","TLS",1996,6594
"East Timor","TLS",1997,6104
"East Timor","TLS",1998,4380
"East Timor","TLS",1999,4500
"East Timor","TLS",2000,3500
"East Timor","TLS",2001,4000
"East Timor","TLS",2002,4500
"East Timor","TLS",2003,5459.77
"East Timor","TLS",2004,5873.76
"East Timor","TLS",2005,6289.96
"East Timor","TLS",2006,6707.85
"East Timor","TLS",2007,7211.74
"East Timor","TLS",2008,7647.26
"East Timor","TLS",2009,8084.89
"East Timor","TLS",2010,8520.85
"East Timor","TLS",2011,8954.42
"East Timor","TLS",2012,10000
"East Timor","TLS",2013,10500
"East Timor","TLS",2014,10423.49
"East Timor","TLS",2015,10148.71
"East Timor","TLS",2016,10125.21
"East Timor","TLS",2017,10208.29
"East Timor","TLS",2018,10409.37
"East Timor","TLS",2019,10595.15
"East Timor","TLS",2020,10404.27
"East Timor","TLS",2021,10469.6
"East Timor","TLS",2022,10489.67
"East Timor","TLS",2023,10454.51
"Eastern Africa (FAO)",NA,1961,714975
"Eastern Africa (FAO)",NA,1962,722560
"Eastern Africa (FAO)",NA,1963,737461
"Eastern Africa (FAO)",NA,1964,759558
"Eastern Africa (FAO)",NA,1965,766030
"Eastern Africa (FAO)",NA,1966,832761
"Eastern Africa (FAO)",NA,1967,908949
"Eastern Africa (FAO)",NA,1968,903067
"Eastern Africa (FAO)",NA,1969,885111
"Eastern Africa (FAO)",NA,1970,985128
"Eastern Africa (FAO)",NA,1971,1079335
"Eastern Africa (FAO)",NA,1972,1085616
"Eastern Africa (FAO)",NA,1973,1055711
"Eastern Africa (FAO)",NA,1974,1020544
"Eastern Africa (FAO)",NA,1975,1252097
"Eastern Africa (FAO)",NA,1976,1329711
"Eastern Africa (FAO)",NA,1977,1298083
"Eastern Africa (FAO)",NA,1978,1376159
"Eastern Africa (FAO)",NA,1979,1278604
"Eastern Africa (FAO)",NA,1980,1249326
"Eastern Africa (FAO)",NA,1981,1382589
"Eastern Africa (FAO)",NA,1982,1455758
"Eastern Africa (FAO)",NA,1983,1589705
"Eastern Africa (FAO)",NA,1984,1562356
"Eastern Africa (FAO)",NA,1985,1665285
"Eastern Africa (FAO)",NA,1986,1609489
"Eastern Africa (FAO)",NA,1987,1723421
"Eastern Africa (FAO)",NA,1988,1734446
"Eastern Africa (FAO)",NA,1989,1817128
"Eastern Africa (FAO)",NA,1990,1955139
"Eastern Africa (FAO)",NA,1991,2061266.6
"Eastern Africa (FAO)",NA,1992,2028815.8
"Eastern Africa (FAO)",NA,1993,1987614.9
"Eastern Africa (FAO)",NA,1994,1606536.9
"Eastern Africa (FAO)",NA,1995,1965473.4
"Eastern Africa (FAO)",NA,1996,1691626.2
"Eastern Africa (FAO)",NA,1997,1646518.6
"Eastern Africa (FAO)",NA,1998,1865711.6
"Eastern Africa (FAO)",NA,1999,1990250.8
"Eastern Africa (FAO)",NA,2000,2025519
"Eastern Africa (FAO)",NA,2001,2335428.2
"Eastern Africa (FAO)",NA,2002,2465586
"Eastern Africa (FAO)",NA,2003,2216306
"Eastern Africa (FAO)",NA,2004,2125399.2
"Eastern Africa (FAO)",NA,2005,2438754.5
"Eastern Africa (FAO)",NA,2006,2695713
"Eastern Africa (FAO)",NA,2007,3061392.5
"Eastern Africa (FAO)",NA,2008,3088960
"Eastern Africa (FAO)",NA,2009,3685587.5
"Eastern Africa (FAO)",NA,2010,3761675.5
"Eastern Africa (FAO)",NA,2011,3789944.8
"Eastern Africa (FAO)",NA,2012,4605234.5
"Eastern Africa (FAO)",NA,2013,4704014
"Eastern Africa (FAO)",NA,2014,4508941.5
"Eastern Africa (FAO)",NA,2015,5083502
"Eastern Africa (FAO)",NA,2016,4952528.5
"Eastern Africa (FAO)",NA,2017,5665300
"Eastern Africa (FAO)",NA,2018,5064804
"Eastern Africa (FAO)",NA,2019,4749947
"Eastern Africa (FAO)",NA,2020,5311028
"Eastern Africa (FAO)",NA,2021,5608616
"Eastern Africa (FAO)",NA,2022,5621717.5
"Eastern Africa (FAO)",NA,2023,6136192.5
"Eastern Asia (FAO)",NA,1961,2633679
"Eastern Asia (FAO)",NA,1962,3351467
"Eastern Asia (FAO)",NA,1963,2711131
"Eastern Asia (FAO)",NA,1964,2715095
"Eastern Asia (FAO)",NA,1965,2829540
"Eastern Asia (FAO)",NA,1966,2206278
"Eastern Asia (FAO)",NA,1967,2302603
"Eastern Asia (FAO)",NA,1968,2072185
"Eastern Asia (FAO)",NA,1969,2053780
"Eastern Asia (FAO)",NA,1970,2395934
"Eastern Asia (FAO)",NA,1971,2087160
"Eastern Asia (FAO)",NA,1972,2125132
"Eastern Asia (FAO)",NA,1973,2211092
"Eastern Asia (FAO)",NA,1974,2202589
"Eastern Asia (FAO)",NA,1975,2166403
"Eastern Asia (FAO)",NA,1976,2125688
"Eastern Asia (FAO)",NA,1977,2124878
"Eastern Asia (FAO)",NA,1978,2165957
"Eastern Asia (FAO)",NA,1979,2188033
"Eastern Asia (FAO)",NA,1980,2156323
"Eastern Asia (FAO)",NA,1981,2159751
"Eastern Asia (FAO)",NA,1982,2208610
"Eastern Asia (FAO)",NA,1983,2143907
"Eastern Asia (FAO)",NA,1984,2315072
"Eastern Asia (FAO)",NA,1985,2091185
"Eastern Asia (FAO)",NA,1986,1988673
"Eastern Asia (FAO)",NA,1987,1954690
"Eastern Asia (FAO)",NA,1988,2184630
"Eastern Asia (FAO)",NA,1989,1819065
"Eastern Asia (FAO)",NA,1990,2320324
"Eastern Asia (FAO)",NA,1991,2125813.8
"Eastern Asia (FAO)",NA,1992,1980819
"Eastern Asia (FAO)",NA,1993,1645979
"Eastern Asia (FAO)",NA,1994,1937365
"Eastern Asia (FAO)",NA,1995,1885864
"Eastern Asia (FAO)",NA,1996,1946227
"Eastern Asia (FAO)",NA,1997,1714535
"Eastern Asia (FAO)",NA,1998,1976139
"Eastern Asia (FAO)",NA,1999,2081637
"Eastern Asia (FAO)",NA,2000,2095401
"Eastern Asia (FAO)",NA,2001,2229511
"Eastern Asia (FAO)",NA,2002,2488530
"Eastern Asia (FAO)",NA,2003,2469704
"Eastern Asia (FAO)",NA,2004,2205611
"Eastern Asia (FAO)",NA,2005,2223519
"Eastern Asia (FAO)",NA,2006,1972959
"Eastern Asia (FAO)",NA,2007,1927058
"Eastern Asia (FAO)",NA,2008,2134269
"Eastern Asia (FAO)",NA,2009,1900248
"Eastern Asia (FAO)",NA,2010,1756431.2
"Eastern Asia (FAO)",NA,2011,1630738
"Eastern Asia (FAO)",NA,2012,1523746
"Eastern Asia (FAO)",NA,2013,1417131
"Eastern Asia (FAO)",NA,2014,1485470.5
"Eastern Asia (FAO)",NA,2015,1533332
"Eastern Asia (FAO)",NA,2016,1572771.8
"Eastern Asia (FAO)",NA,2017,1737574.5
"Eastern Asia (FAO)",NA,2018,1723515.8
"Eastern Asia (FAO)",NA,2019,1742251.5
"Eastern Asia (FAO)",NA,2020,1702746.8
"Eastern Asia (FAO)",NA,2021,1696785.1
"Eastern Asia (FAO)",NA,2022,1695807.9
"Eastern Asia (FAO)",NA,2023,1681146.9
"Eastern Europe (FAO)",NA,1961,296052
"Eastern Europe (FAO)",NA,1962,227362
"Eastern Europe (FAO)",NA,1963,246976
"Eastern Europe (FAO)",NA,1964,287123
"Eastern Europe (FAO)",NA,1965,262694
"Eastern Europe (FAO)",NA,1966,362817
"Eastern Europe (FAO)",NA,1967,321983
"Eastern Europe (FAO)",NA,1968,209648
"Eastern Europe (FAO)",NA,1969,284320
"Eastern Europe (FAO)",NA,1970,256195
"Eastern Europe (FAO)",NA,1971,293867
"Eastern Europe (FAO)",NA,1972,257032
"Eastern Europe (FAO)",NA,1973,289147
"Eastern Europe (FAO)",NA,1974,254492
"Eastern Europe (FAO)",NA,1975,248839
"Eastern Europe (FAO)",NA,1976,234916
"Eastern Europe (FAO)",NA,1977,304162
"Eastern Europe (FAO)",NA,1978,310032
"Eastern Europe (FAO)",NA,1979,271812
"Eastern Europe (FAO)",NA,1980,236950
"Eastern Europe (FAO)",NA,1981,293079
"Eastern Europe (FAO)",NA,1982,366149
"Eastern Europe (FAO)",NA,1983,424611
"Eastern Europe (FAO)",NA,1984,453002
"Eastern Europe (FAO)",NA,1985,432887
"Eastern Europe (FAO)",NA,1986,335456
"Eastern Europe (FAO)",NA,1987,261391
"Eastern Europe (FAO)",NA,1988,283917
"Eastern Europe (FAO)",NA,1989,332428
"Eastern Europe (FAO)",NA,1990,184624
"Eastern Europe (FAO)",NA,1991,199867
"Eastern Europe (FAO)",NA,1992,234061
"Eastern Europe (FAO)",NA,1993,243058
"Eastern Europe (FAO)",NA,1994,191118
"Eastern Europe (FAO)",NA,1995,279651
"Eastern Europe (FAO)",NA,1996,289509
"Eastern Europe (FAO)",NA,1997,419245
"Eastern Europe (FAO)",NA,1998,356183
"Eastern Europe (FAO)",NA,1999,306969
"Eastern Europe (FAO)",NA,2000,328230
"Eastern Europe (FAO)",NA,2001,408139
"Eastern Europe (FAO)",NA,2002,376020
"Eastern Europe (FAO)",NA,2003,256660
"Eastern Europe (FAO)",NA,2004,293689.47
"Eastern Europe (FAO)",NA,2005,273229
"Eastern Europe (FAO)",NA,2006,222516
"Eastern Europe (FAO)",NA,2007,196548
"Eastern Europe (FAO)",NA,2008,246407
"Eastern Europe (FAO)",NA,2009,276223
"Eastern Europe (FAO)",NA,2010,253307
"Eastern Europe (FAO)",NA,2011,274609
"Eastern Europe (FAO)",NA,2012,322936
"Eastern Europe (FAO)",NA,2013,328540
"Eastern Europe (FAO)",NA,2014,474452.1
"Eastern Europe (FAO)",NA,2015,456476.6
"Eastern Europe (FAO)",NA,2016,431487
"Eastern Europe (FAO)",NA,2017,503650
"Eastern Europe (FAO)",NA,2018,328709
"Eastern Europe (FAO)",NA,2019,319110
"Eastern Europe (FAO)",NA,2020,334819.7
"Eastern Europe (FAO)",NA,2021,363307.38
"Eastern Europe (FAO)",NA,2022,353057.4
"Eastern Europe (FAO)",NA,2023,289930.47
"Ecuador","ECU",1961,21000
"Ecuador","ECU",1962,21000
"Ecuador","ECU",1963,22659
"Ecuador","ECU",1964,24931
"Ecuador","ECU",1965,31474
"Ecuador","ECU",1966,36498
"Ecuador","ECU",1967,37825
"Ecuador","ECU",1968,35440
