"Entity","Code","Year","avocados__00000572__production__005510__tonnes"
"Land Locked Developing Countries (FAO)",NA,1995,25544.56
"Land Locked Developing Countries (FAO)",NA,1996,24845.64
"Land Locked Developing Countries (FAO)",NA,1997,24512.27
"Land Locked Developing Countries (FAO)",NA,1998,28079.89
"Land Locked Developing Countries (FAO)",NA,1999,30620.89
"Land Locked Developing Countries (FAO)",NA,2000,112893.14
"Land Locked Developing Countries (FAO)",NA,2001,50232.35
"Land Locked Developing Countries (FAO)",NA,2002,53706.36
"Land Locked Developing Countries (FAO)",NA,2003,53277.73
"Land Locked Developing Countries (FAO)",NA,2004,54102.88
"Land Locked Developing Countries (FAO)",NA,2005,68074.49
"Land Locked Developing Countries (FAO)",NA,2006,76514.19
"Land Locked Developing Countries (FAO)",NA,2007,87078.61
"Land Locked Developing Countries (FAO)",NA,2008,85649.17
"Land Locked Developing Countries (FAO)",NA,2009,96573.27
"Land Locked Developing Countries (FAO)",NA,2010,114021
"Land Locked Developing Countries (FAO)",NA,2011,135739.2
"Land Locked Developing Countries (FAO)",NA,2012,87702.96
"Land Locked Developing Countries (FAO)",NA,2013,86256.83
"Land Locked Developing Countries (FAO)",NA,2014,221009.53
"Land Locked Developing Countries (FAO)",NA,2015,231898.52
"Land Locked Developing Countries (FAO)",NA,2016,235028.55
"Land Locked Developing Countries (FAO)",NA,2017,260531.81
"Land Locked Developing Countries (FAO)",NA,2018,268808.16
"Land Locked Developing Countries (FAO)",NA,2019,300214.12
"Land Locked Developing Countries (FAO)",NA,2020,466960.06
"Land Locked Developing Countries (FAO)",NA,2021,424104.66
"Land Locked Developing Countries (FAO)",NA,2022,395304.34
"Land Locked Developing Countries (FAO)",NA,2023,397961.9
"Latvia","LVA",2018,0
"Latvia","LVA",2019,0
"Latvia","LVA",2020,0
"Latvia","LVA",2021,0
"Latvia","LVA",2022,0
"Latvia","LVA",2023,0
"Least Developed Countries (FAO)",NA,1961,54200
"Least Developed Countries (FAO)",NA,1962,54200
"Least Developed Countries (FAO)",NA,1963,53200
"Least Developed Countries (FAO)",NA,1964,54200
"Least Developed Countries (FAO)",NA,1965,59250
"Least Developed Countries (FAO)",NA,1966,60250
"Least Developed Countries (FAO)",NA,1967,62260
"Least Developed Countries (FAO)",NA,1968,64250
"Least Developed Countries (FAO)",NA,1969,65450
"Least Developed Countries (FAO)",NA,1970,68200
"Least Developed Countries (FAO)",NA,1971,68944
"Least Developed Countries (FAO)",NA,1972,72957
"Least Developed Countries (FAO)",NA,1973,77170
"Least Developed Countries (FAO)",NA,1974,87255
"Least Developed Countries (FAO)",NA,1975,102115
"Least Developed Countries (FAO)",NA,1976,95125
"Least Developed Countries (FAO)",NA,1977,96640
"Least Developed Countries (FAO)",NA,1978,98405
"Least Developed Countries (FAO)",NA,1979,106820
"Least Developed Countries (FAO)",NA,1980,112100
"Least Developed Countries (FAO)",NA,1981,111600
"Least Developed Countries (FAO)",NA,1982,114660
"Least Developed Countries (FAO)",NA,1983,118480
"Least Developed Countries (FAO)",NA,1984,123319
"Least Developed Countries (FAO)",NA,1985,121300
"Least Developed Countries (FAO)",NA,1986,123300
"Least Developed Countries (FAO)",NA,1987,124900
"Least Developed Countries (FAO)",NA,1988,125000
"Least Developed Countries (FAO)",NA,1989,125500
"Least Developed Countries (FAO)",NA,1990,120800
"Least Developed Countries (FAO)",NA,1991,144563.14
"Least Developed Countries (FAO)",NA,1992,146611
"Least Developed Countries (FAO)",NA,1993,154676.62
"Least Developed Countries (FAO)",NA,1994,159778.81
"Least Developed Countries (FAO)",NA,1995,131848.52
"Least Developed Countries (FAO)",NA,1996,131743.6
"Least Developed Countries (FAO)",NA,1997,137372.27
"Least Developed Countries (FAO)",NA,1998,138742.77
"Least Developed Countries (FAO)",NA,1999,141908.81
"Least Developed Countries (FAO)",NA,2000,217222
"Least Developed Countries (FAO)",NA,2001,149440.78
"Least Developed Countries (FAO)",NA,2002,159121.3
"Least Developed Countries (FAO)",NA,2003,162693.88
"Least Developed Countries (FAO)",NA,2004,159685.81
"Least Developed Countries (FAO)",NA,2005,180467.6
"Least Developed Countries (FAO)",NA,2006,187925
"Least Developed Countries (FAO)",NA,2007,202689
"Least Developed Countries (FAO)",NA,2008,184212.66
"Least Developed Countries (FAO)",NA,2009,203510.62
"Least Developed Countries (FAO)",NA,2010,226351.69
"Least Developed Countries (FAO)",NA,2011,255873.14
"Least Developed Countries (FAO)",NA,2012,213752.7
"Least Developed Countries (FAO)",NA,2013,216622.84
"Least Developed Countries (FAO)",NA,2014,350491.9
"Least Developed Countries (FAO)",NA,2015,524685.6
"Least Developed Countries (FAO)",NA,2016,688351.25
"Least Developed Countries (FAO)",NA,2017,635513.6
"Least Developed Countries (FAO)",NA,2018,591335.1
"Least Developed Countries (FAO)",NA,2019,556758.06
"Least Developed Countries (FAO)",NA,2020,672054.06
"Least Developed Countries (FAO)",NA,2021,618784.4
"Least Developed Countries (FAO)",NA,2022,589987.4
"Least Developed Countries (FAO)",NA,2023,624332.94
"Lebanon","LBN",1998,4400
"Lebanon","LBN",1999,6200
"Lebanon","LBN",2000,3000
"Lebanon","LBN",2001,4400
"Lebanon","LBN",2002,4600
"Lebanon","LBN",2003,4900
"Lebanon","LBN",2004,4500
"Lebanon","LBN",2005,5000
"Lebanon","LBN",2006,4700
"Lebanon","LBN",2007,6000
"Lebanon","LBN",2008,6100
"Lebanon","LBN",2009,7200
"Lebanon","LBN",2010,8912.84
"Lebanon","LBN",2011,7862.71
"Lebanon","LBN",2012,7922.37
"Lebanon","LBN",2013,8099.53
"Lebanon","LBN",2014,7850.84
"Lebanon","LBN",2015,12327.29
"Lebanon","LBN",2016,18695
"Lebanon","LBN",2017,19193
"Lebanon","LBN",2018,18503.17
"Lebanon","LBN",2019,18460.69
"Lebanon","LBN",2020,18698.56
"Lebanon","LBN",2021,18955
"Lebanon","LBN",2022,19306.27
"Lebanon","LBN",2023,20306.59
"Lithuania","LTU",2018,0
"Lithuania","LTU",2019,0
"Lithuania","LTU",2020,0
"Lithuania","LTU",2021,0
"Lithuania","LTU",2022,0
"Lithuania","LTU",2023,0
"Low Income Food Deficit Countries (FAO)",NA,1961,88700
"Low Income Food Deficit Countries (FAO)",NA,1962,89700
"Low Income Food Deficit Countries (FAO)",NA,1963,88700
"Low Income Food Deficit Countries (FAO)",NA,1964,90200
"Low Income Food Deficit Countries (FAO)",NA,1965,95250
"Low Income Food Deficit Countries (FAO)",NA,1966,97250
"Low Income Food Deficit Countries (FAO)",NA,1967,99760
"Low Income Food Deficit Countries (FAO)",NA,1968,102750
"Low Income Food Deficit Countries (FAO)",NA,1969,103950
"Low Income Food Deficit Countries (FAO)",NA,1970,107700
"Low Income Food Deficit Countries (FAO)",NA,1971,109444
"Low Income Food Deficit Countries (FAO)",NA,1972,115457
"Low Income Food Deficit Countries (FAO)",NA,1973,115670
"Low Income Food Deficit Countries (FAO)",NA,1974,125455
"Low Income Food Deficit Countries (FAO)",NA,1975,145315
"Low Income Food Deficit Countries (FAO)",NA,1976,138625
"Low Income Food Deficit Countries (FAO)",NA,1977,141140
"Low Income Food Deficit Countries (FAO)",NA,1978,144905
"Low Income Food Deficit Countries (FAO)",NA,1979,155820
"Low Income Food Deficit Countries (FAO)",NA,1980,162100
"Low Income Food Deficit Countries (FAO)",NA,1981,162100
"Low Income Food Deficit Countries (FAO)",NA,1982,166160
"Low Income Food Deficit Countries (FAO)",NA,1983,172980
"Low Income Food Deficit Countries (FAO)",NA,1984,178619
"Low Income Food Deficit Countries (FAO)",NA,1985,177600
"Low Income Food Deficit Countries (FAO)",NA,1986,180700
"Low Income Food Deficit Countries (FAO)",NA,1987,185400
"Low Income Food Deficit Countries (FAO)",NA,1988,186500
"Low Income Food Deficit Countries (FAO)",NA,1989,188000
"Low Income Food Deficit Countries (FAO)",NA,1990,184580
"Low Income Food Deficit Countries (FAO)",NA,1991,207733.14
"Low Income Food Deficit Countries (FAO)",NA,1992,213944.34
"Low Income Food Deficit Countries (FAO)",NA,1993,242753.92
"Low Income Food Deficit Countries (FAO)",NA,1994,225113.3
"Low Income Food Deficit Countries (FAO)",NA,1995,211337.97
"Low Income Food Deficit Countries (FAO)",NA,1996,215818.23
"Low Income Food Deficit Countries (FAO)",NA,1997,229121.52
"Low Income Food Deficit Countries (FAO)",NA,1998,243237.66
"Low Income Food Deficit Countries (FAO)",NA,1999,252857.7
"Low Income Food Deficit Countries (FAO)",NA,2000,330605.66
"Low Income Food Deficit Countries (FAO)",NA,2001,266798.38
"Low Income Food Deficit Countries (FAO)",NA,2002,277832.66
"Low Income Food Deficit Countries (FAO)",NA,2003,301372.5
"Low Income Food Deficit Countries (FAO)",NA,2004,309954.38
"Low Income Food Deficit Countries (FAO)",NA,2005,353498.28
"Low Income Food Deficit Countries (FAO)",NA,2006,366854.12
"Low Income Food Deficit Countries (FAO)",NA,2007,370865.62
"Low Income Food Deficit Countries (FAO)",NA,2008,368089.25
"Low Income Food Deficit Countries (FAO)",NA,2009,430398.2
"Low Income Food Deficit Countries (FAO)",NA,2010,514482.94
"Low Income Food Deficit Countries (FAO)",NA,2011,498843.7
"Low Income Food Deficit Countries (FAO)",NA,2012,486148.7
"Low Income Food Deficit Countries (FAO)",NA,2013,503589.78
"Low Income Food Deficit Countries (FAO)",NA,2014,680907.7
"Low Income Food Deficit Countries (FAO)",NA,2015,700743
"Low Income Food Deficit Countries (FAO)",NA,2016,905771.2
"Low Income Food Deficit Countries (FAO)",NA,2017,921403.5
"Low Income Food Deficit Countries (FAO)",NA,2018,902277.1
"Low Income Food Deficit Countries (FAO)",NA,2019,909088.5
"Low Income Food Deficit Countries (FAO)",NA,2020,1108657.9
"Low Income Food Deficit Countries (FAO)",NA,2021,1158540.6
"Low Income Food Deficit Countries (FAO)",NA,2022,1154853
"Low Income Food Deficit Countries (FAO)",NA,2023,1281872.2
"Low-income countries",NA,1961,14200
"Low-income countries",NA,1962,14200
"Low-income countries",NA,1963,12200
"Low-income countries",NA,1964,12200
"Low-income countries",NA,1965,16250
"Low-income countries",NA,1966,16250
"Low-income countries",NA,1967,17260
"Low-income countries",NA,1968,18250
"Low-income countries",NA,1969,18450
"Low-income countries",NA,1970,20200
"Low-income countries",NA,1971,19944
"Low-income countries",NA,1972,22957
"Low-income countries",NA,1973,25170
"Low-income countries",NA,1974,34255
"Low-income countries",NA,1975,48115
"Low-income countries",NA,1976,40125
"Low-income countries",NA,1977,41640
"Low-income countries",NA,1978,43405
"Low-income countries",NA,1979,49820
"Low-income countries",NA,1980,54100
"Low-income countries",NA,1981,52600
"Low-income countries",NA,1982,53660
"Low-income countries",NA,1983,56480
"Low-income countries",NA,1984,58319
"Low-income countries",NA,1985,59300
"Low-income countries",NA,1986,61300
"Low-income countries",NA,1987,63900
"Low-income countries",NA,1988,65000
"Low-income countries",NA,1989,67500
"Low-income countries",NA,1990,63800
"Low-income countries",NA,1991,94962
"Low-income countries",NA,1992,101611
"Low-income countries",NA,1993,108853
"Low-income countries",NA,1994,114134
"Low-income countries",NA,1995,85743
"Low-income countries",NA,1996,84620
"Low-income countries",NA,1997,87556
"Low-income countries",NA,1998,92312
"Low-income countries",NA,1999,95613
"Low-income countries",NA,2000,171532
"Low-income countries",NA,2001,106440.78
"Low-income countries",NA,2002,106721.3
"Low-income countries",NA,2003,110093.87
"Low-income countries",NA,2004,110685.82
"Low-income countries",NA,2005,124167.6
"Low-income countries",NA,2006,131325
"Low-income countries",NA,2007,141789
"Low-income countries",NA,2008,135662
"Low-income countries",NA,2009,143624.48
"Low-income countries",NA,2010,160075.08
"Low-income countries",NA,2011,180787.81
"Low-income countries",NA,2012,129442.09
"Low-income countries",NA,2013,124208.79
"Low-income countries",NA,2014,249177.03
"Low-income countries",NA,2015,259854.23
"Low-income countries",NA,2016,258924.77
"Low-income countries",NA,2017,282181.1
"Low-income countries",NA,2018,282044.53
"Low-income countries",NA,2019,301411.47
"Low-income countries",NA,2020,443200.66
"Low-income countries",NA,2021,391106.53
"Low-income countries",NA,2022,359018.66
"Low-income countries",NA,2023,366803.97
"Lower-middle-income countries",NA,1961,102906
"Lower-middle-income countries",NA,1962,103793
"Lower-middle-income countries",NA,1963,105873
"Lower-middle-income countries",NA,1964,108143
"Lower-middle-income countries",NA,1965,110420
"Lower-middle-income countries",NA,1966,113994
"Lower-middle-income countries",NA,1967,116462
"Lower-middle-income countries",NA,1968,116308
"Lower-middle-income countries",NA,1969,118272
"Lower-middle-income countries",NA,1970,123441
"Lower-middle-income countries",NA,1971,121439
"Lower-middle-income countries",NA,1972,130563
"Lower-middle-income countries",NA,1973,125614
"Lower-middle-income countries",NA,1974,129200
"Lower-middle-income countries",NA,1975,137118
"Lower-middle-income countries",NA,1976,141785
"Lower-middle-income countries",NA,1977,147279
"Lower-middle-income countries",NA,1978,147795
"Lower-middle-income countries",NA,1979,154341
"Lower-middle-income countries",NA,1980,156863
"Lower-middle-income countries",NA,1981,155995
"Lower-middle-income countries",NA,1982,159864
"Lower-middle-income countries",NA,1983,159788
"Lower-middle-income countries",NA,1984,165319
"Lower-middle-income countries",NA,1985,164586
"Lower-middle-income countries",NA,1986,168246
"Lower-middle-income countries",NA,1987,171646
"Lower-middle-income countries",NA,1988,173594
"Lower-middle-income countries",NA,1989,177550
"Lower-middle-income countries",NA,1990,183842.3
"Lower-middle-income countries",NA,1991,195885.11
"Lower-middle-income countries",NA,1992,197904.52
"Lower-middle-income countries",NA,1993,219395.44
"Lower-middle-income countries",NA,1994,198010.73
"Lower-middle-income countries",NA,1995,214529.38
"Lower-middle-income countries",NA,1996,221944.77
"Lower-middle-income countries",NA,1997,231635.48
"Lower-middle-income countries",NA,1998,240488.25
"Lower-middle-income countries",NA,1999,251810.02
"Lower-middle-income countries",NA,2000,251426.94
"Lower-middle-income countries",NA,2001,257321.52
"Lower-middle-income countries",NA,2002,269213.28
"Lower-middle-income countries",NA,2003,282877.56
"Lower-middle-income countries",NA,2004,289175.2
"Lower-middle-income countries",NA,2005,317542.62
"Lower-middle-income countries",NA,2006,325804.28
"Lower-middle-income countries",NA,2007,322687.1
"Lower-middle-income countries",NA,2008,329518.75
"Lower-middle-income countries",NA,2009,393590.75
"Lower-middle-income countries",NA,2010,475650.16
"Lower-middle-income countries",NA,2011,442314.12
"Lower-middle-income countries",NA,2012,504821.03
"Lower-middle-income countries",NA,2013,502690.2
"Lower-middle-income countries",NA,2014,569452.06
"Lower-middle-income countries",NA,2015,669435.94
"Lower-middle-income countries",NA,2016,882374.2
"Lower-middle-income countries",NA,2017,848492.75
"Lower-middle-income countries",NA,2018,927464.1
"Lower-middle-income countries",NA,2019,955005.7
"Lower-middle-income countries",NA,2020,1074365.5
"Lower-middle-income countries",NA,2021,1245029.4
"Lower-middle-income countries",NA,2022,1291016.4
"Lower-middle-income countries",NA,2023,1410377.8
"Luxembourg","LUX",2018,0
"Luxembourg","LUX",2019,0
"Luxembourg","LUX",2020,0
"Luxembourg","LUX",2021,0
"Luxembourg","LUX",2022,0
"Luxembourg","LUX",2023,0
"Madagascar","MDG",1961,0
"Madagascar","MDG",1962,0
"Madagascar","MDG",1963,0
"Madagascar","MDG",1964,0
"Madagascar","MDG",1965,0
"Madagascar","MDG",1966,0
"Madagascar","MDG",1967,0
"Madagascar","MDG",1968,0
"Madagascar","MDG",1969,150
"Madagascar","MDG",1970,400
"Madagascar","MDG",1971,794
"Madagascar","MDG",1972,3007
"Madagascar","MDG",1973,3670
"Madagascar","MDG",1974,12055
"Madagascar","MDG",1975,25215
"Madagascar","MDG",1976,16625
"Madagascar","MDG",1977,19040
"Madagascar","MDG",1978,20805
"Madagascar","MDG",1979,13820
"Madagascar","MDG",1980,17400
"Madagascar","MDG",1981,14400
"Madagascar","MDG",1982,14760
"Madagascar","MDG",1983,16080
"Madagascar","MDG",1984,17119
"Madagascar","MDG",1985,17300
"Madagascar","MDG",1986,18000
"Madagascar","MDG",1987,19000
"Madagascar","MDG",1988,19000
"Madagascar","MDG",1989,20000
"Madagascar","MDG",1990,21000
"Madagascar","MDG",1991,21000
"Madagascar","MDG",1992,21500
"Madagascar","MDG",1993,22000
"Madagascar","MDG",1994,20000
"Madagascar","MDG",1995,21000
"Madagascar","MDG",1996,22000
"Madagascar","MDG",1997,23000
"Madagascar","MDG",1998,23000
"Madagascar","MDG",1999,24000
"Madagascar","MDG",2000,23000
"Madagascar","MDG",2001,23142.78
"Madagascar","MDG",2002,23078.3
"Madagascar","MDG",2003,23532.87
"Madagascar","MDG",2004,23546
"Madagascar","MDG",2005,23992.81
"Madagascar","MDG",2006,24000
"Madagascar","MDG",2007,25000
"Madagascar","MDG",2008,24000
"Madagascar","MDG",2009,24561.49
"Madagascar","MDG",2010,25060.08
"Madagascar","MDG",2011,25385.42
"Madagascar","MDG",2012,26000
"Madagascar","MDG",2013,25900
"Madagascar","MDG",2014,26039.54
"Madagascar","MDG",2015,26228.2
"Madagascar","MDG",2016,26368.73
"Madagascar","MDG",2017,26544.88
"Madagascar","MDG",2018,26743.92
"Madagascar","MDG",2019,26999.7
"Madagascar","MDG",2020,27190.36
"Madagascar","MDG",2021,27235.59
"Madagascar","MDG",2022,27388.53
"Madagascar","MDG",2023,27543.37
"Malawi","MWI",2014,92400
"Malawi","MWI",2015,95337
"Malawi","MWI",2016,86769
"Malawi","MWI",2017,97358
"Malawi","MWI",2018,92239
"Malawi","MWI",2019,93276.9
"Malawi","MWI",2020,93531.9
"Malawi","MWI",2021,93823.22
"Malawi","MWI",2022,94078.64
"Malawi","MWI",2023,94334.06
"Malaysia","MYS",2018,223
"Malaysia","MYS",2019,122
"Malaysia","MYS",2020,210
"Malaysia","MYS",2021,268.6
"Malaysia","MYS",2022,458.09
"Malaysia","MYS",2023,402.9
"Malta","MLT",2018,0
"Malta","MLT",2019,0
"Malta","MLT",2020,0
"Malta","MLT",2021,0
"Malta","MLT",2022,0
"Malta","MLT",2023,0
"Martinique","MTQ",1961,1400
"Martinique","MTQ",1962,1500
"Martinique","MTQ",1963,1500
"Martinique","MTQ",1964,1700
"Martinique","MTQ",1965,1600
"Martinique","MTQ",1966,1800
"Martinique","MTQ",1967,1800
"Martinique","MTQ",1968,2000
"Martinique","MTQ",1969,2000
"Martinique","MTQ",1970,2000
"Martinique","MTQ",1971,1800
"Martinique","MTQ",1972,1500
"Martinique","MTQ",1973,1327
"Martinique","MTQ",1974,1623
"Martinique","MTQ",1975,1835
"Martinique","MTQ",1976,2389
"Martinique","MTQ",1977,1470
"Martinique","MTQ",1978,1890
"Martinique","MTQ",1979,1095
"Martinique","MTQ",1980,610
"Martinique","MTQ",1981,1135
"Martinique","MTQ",1982,3951
"Martinique","MTQ",1983,2826
"Martinique","MTQ",1984,6500
"Martinique","MTQ",1985,4850
"Martinique","MTQ",1986,3234
"Martinique","MTQ",1987,2422
"Martinique","MTQ",1988,2322
"Martinique","MTQ",1989,1809
"Martinique","MTQ",1990,1066
"Martinique","MTQ",1991,1202
"Martinique","MTQ",1992,650
"Martinique","MTQ",1993,573
"Martinique","MTQ",1994,573
"Martinique","MTQ",1995,522
"Martinique","MTQ",1996,420
"Martinique","MTQ",1997,318
"Martinique","MTQ",1998,363
"Martinique","MTQ",1999,363
"Martinique","MTQ",2000,384
"Martinique","MTQ",2001,381
"Martinique","MTQ",2002,360
"Martinique","MTQ",2003,248
"Martinique","MTQ",2004,429
"Martinique","MTQ",2005,462
"Martinique","MTQ",2006,462
"Melanesia","OWID_MNS",2020,160
"Melanesia","OWID_MNS",2021,251
"Melanesia","OWID_MNS",2022,5869
"Melanesia","OWID_MNS",2023,5811
"Mexico","MEX",1961,108057
"Mexico","MEX",1962,112934
"Mexico","MEX",1963,130046
"Mexico","MEX",1964,131721
"Mexico","MEX",1965,161910
"Mexico","MEX",1966,169510
"Mexico","MEX",1967,173899
"Mexico","MEX",1968,192307
"Mexico","MEX",1969,201739
"Mexico","MEX",1970,226034
"Mexico","MEX",1971,236791
"Mexico","MEX",1972,234270
"Mexico","MEX",1973,286443
"Mexico","MEX",1974,260890
"Mexico","MEX",1975,279470
"Mexico","MEX",1976,280421
"Mexico","MEX",1977,333112
"Mexico","MEX",1978,395168
"Mexico","MEX",1979,365957
"Mexico","MEX",1980,441768
"Mexico","MEX",1981,460879
"Mexico","MEX",1982,486056
"Mexico","MEX",1983,426618
"Mexico","MEX",1984,439418
"Mexico","MEX",1985,566451
"Mexico","MEX",1986,627906
"Mexico","MEX",1987,520837
"Mexico","MEX",1988,682928
"Mexico","MEX",1989,473156
"Mexico","MEX",1990,686301
"Mexico","MEX",1991,780403
"Mexico","MEX",1992,724523
"Mexico","MEX",1993,709296
"Mexico","MEX",1994,799929
"Mexico","MEX",1995,790097
"Mexico","MEX",1996,837787
"Mexico","MEX",1997,762336
"Mexico","MEX",1998,876623
"Mexico","MEX",1999,879083
"Mexico","MEX",2000,907439
"Mexico","MEX",2001,940229
"Mexico","MEX",2002,901075
"Mexico","MEX",2003,905000
"Mexico","MEX",2004,987000
"Mexico","MEX",2005,1021515
"Mexico","MEX",2006,1134250
"Mexico","MEX",2007,1142892
"Mexico","MEX",2008,1162429
"Mexico","MEX",2009,1230973
"Mexico","MEX",2010,1107135
"Mexico","MEX",2011,1264141
"Mexico","MEX",2012,1316104
"Mexico","MEX",2013,1467837
"Mexico","MEX",2014,1520694.5
"Mexico","MEX",2015,1644225.9
"Mexico","MEX",2016,1889353.5
"Mexico","MEX",2017,2029885.9
"Mexico","MEX",2018,2184663
"Mexico","MEX",2019,2300889
"Mexico","MEX",2020,2393848.5
"Mexico","MEX",2021,2442944.8
"Mexico","MEX",2022,2540715.2
"Mexico","MEX",2023,2973344.5
"Middle Africa (FAO)",NA,1961,32700
"Middle Africa (FAO)",NA,1962,33700
"Middle Africa (FAO)",NA,1963,31700
"Middle Africa (FAO)",NA,1964,32200
"Middle Africa (FAO)",NA,1965,36250
"Middle Africa (FAO)",NA,1966,37250
"Middle Africa (FAO)",NA,1967,38760
"Middle Africa (FAO)",NA,1968,40750
"Middle Africa (FAO)",NA,1969,40800
"Middle Africa (FAO)",NA,1970,43300
"Middle Africa (FAO)",NA,1971,43650
"Middle Africa (FAO)",NA,1972,46450
"Middle Africa (FAO)",NA,1973,43000
"Middle Africa (FAO)",NA,1974,43400
"Middle Africa (FAO)",NA,1975,49100
"Middle Africa (FAO)",NA,1976,50000
"Middle Africa (FAO)",NA,1977,50100
"Middle Africa (FAO)",NA,1978,51100
"Middle Africa (FAO)",NA,1979,65000
"Middle Africa (FAO)",NA,1980,66700
"Middle Africa (FAO)",NA,1981,68700
"Middle Africa (FAO)",NA,1982,70400
"Middle Africa (FAO)",NA,1983,72900
"Middle Africa (FAO)",NA,1984,74500
"Middle Africa (FAO)",NA,1985,76300
"Middle Africa (FAO)",NA,1986,78700
"Middle Africa (FAO)",NA,1987,82400
"Middle Africa (FAO)",NA,1988,84500
"Middle Africa (FAO)",NA,1989,87000
"Middle Africa (FAO)",NA,1990,83100
"Middle Africa (FAO)",NA,1991,117462
"Middle Africa (FAO)",NA,1992,125597.74
"Middle Africa (FAO)",NA,1993,134319.1
"Middle Africa (FAO)",NA,1994,143534
"Middle Africa (FAO)",NA,1995,115190.89
"Middle Africa (FAO)",NA,1996,114120
"Middle Africa (FAO)",NA,1997,117288
"Middle Africa (FAO)",NA,1998,119987
"Middle Africa (FAO)",NA,1999,122687
"Middle Africa (FAO)",NA,2000,122361
"Middle Africa (FAO)",NA,2001,121873.24
"Middle Africa (FAO)",NA,2002,122839
"Middle Africa (FAO)",NA,2003,123840.89
"Middle Africa (FAO)",NA,2004,125969.82
"Middle Africa (FAO)",NA,2005,128410.76
"Middle Africa (FAO)",NA,2006,129980
"Middle Africa (FAO)",NA,2007,129140
"Middle Africa (FAO)",NA,2008,132420
"Middle Africa (FAO)",NA,2009,132712
"Middle Africa (FAO)",NA,2010,136069.78
"Middle Africa (FAO)",NA,2011,143686.98
"Middle Africa (FAO)",NA,2012,153359.55
"Middle Africa (FAO)",NA,2013,154292.22
"Middle Africa (FAO)",NA,2014,152704.81
"Middle Africa (FAO)",NA,2015,222259.78
"Middle Africa (FAO)",NA,2016,226773.52
"Middle Africa (FAO)",NA,2017,202166.77
"Middle Africa (FAO)",NA,2018,203862.53
"Middle Africa (FAO)",NA,2019,207133.92
"Middle Africa (FAO)",NA,2020,209979.23
"Middle Africa (FAO)",NA,2021,211319.78
"Middle Africa (FAO)",NA,2022,211993.8
"Middle Africa (FAO)",NA,2023,215710.8
"Morocco","MAR",1961,1000
"Morocco","MAR",1962,1000
"Morocco","MAR",1963,1000
"Morocco","MAR",1964,1000
"Morocco","MAR",1965,1000
"Morocco","MAR",1966,1000
"Morocco","MAR",1967,1000
"Morocco","MAR",1968,1000
"Morocco","MAR",1969,1000
"Morocco","MAR",1970,1000
"Morocco","MAR",1971,1000
"Morocco","MAR",1972,1000
"Morocco","MAR",1973,1000
"Morocco","MAR",1974,1000
"Morocco","MAR",1975,1000
"Morocco","MAR",1976,1000
"Morocco","MAR",1977,1000
"Morocco","MAR",1978,1000
"Morocco","MAR",1979,1000
"Morocco","MAR",1980,1000
"Morocco","MAR",1981,1000
"Morocco","MAR",1982,1000
"Morocco","MAR",1983,1000
"Morocco","MAR",1984,1000
"Morocco","MAR",1985,2000
"Morocco","MAR",1986,2500
"Morocco","MAR",1987,3000
"Morocco","MAR",1988,3500
"Morocco","MAR",1989,4000
"Morocco","MAR",1990,4500
"Morocco","MAR",1991,5000
"Morocco","MAR",1992,5500
"Morocco","MAR",1993,6000
"Morocco","MAR",1994,7000
"Morocco","MAR",1995,8000
"Morocco","MAR",1996,9000
"Morocco","MAR",1997,10000
"Morocco","MAR",1998,11000
"Morocco","MAR",1999,13000
"Morocco","MAR",2000,13000
"Morocco","MAR",2001,13600
"Morocco","MAR",2002,13500
"Morocco","MAR",2003,14500
"Morocco","MAR",2004,15700
"Morocco","MAR",2005,13400
"Morocco","MAR",2006,16400
"Morocco","MAR",2007,16896
"Morocco","MAR",2008,19253
"Morocco","MAR",2009,26000
"Morocco","MAR",2010,33645
"Morocco","MAR",2011,33519
"Morocco","MAR",2012,54340
"Morocco","MAR",2013,28079.5
"Morocco","MAR",2014,31895.5
"Morocco","MAR",2015,42732
"Morocco","MAR",2016,42256
"Morocco","MAR",2017,41695.34
"Morocco","MAR",2018,51170
"Morocco","MAR",2019,54576
"Morocco","MAR",2020,69940
"Morocco","MAR",2021,82369
"Morocco","MAR",2022,98720
"Morocco","MAR",2023,118666
"Net Food Importing Developing Countries (FAO)",NA,1961,317848
"Net Food Importing Developing Countries (FAO)",NA,1962,321420
"Net Food Importing Developing Countries (FAO)",NA,1963,325302
"Net Food Importing Developing Countries (FAO)",NA,1964,336965
"Net Food Importing Developing Countries (FAO)",NA,1965,344334
"Net Food Importing Developing Countries (FAO)",NA,1966,338647
"Net Food Importing Developing Countries (FAO)",NA,1967,355990
"Net Food Importing Developing Countries (FAO)",NA,1968,352663
"Net Food Importing Developing Countries (FAO)",NA,1969,373227
"Net Food Importing Developing Countries (FAO)",NA,1970,397850
"Net Food Importing Developing Countries (FAO)",NA,1971,399742
"Net Food Importing Developing Countries (FAO)",NA,1972,423081
"Net Food Importing Developing Countries (FAO)",NA,1973,432280
"Net Food Importing Developing Countries (FAO)",NA,1974,446839
"Net Food Importing Developing Countries (FAO)",NA,1975,453363
"Net Food Importing Developing Countries (FAO)",NA,1976,436362
"Net Food Importing Developing Countries (FAO)",NA,1977,446449
"Net Food Importing Developing Countries (FAO)",NA,1978,449053
"Net Food Importing Developing Countries (FAO)",NA,1979,455073
"Net Food Importing Developing Countries (FAO)",NA,1980,442499
"Net Food Importing Developing Countries (FAO)",NA,1981,452626
